Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Seccio_Censal,Import_Euros
2022,9,Sant Andreu,57,la Trinitat Vella,5,18027
2022,9,Sant Andreu,58,Baró de Viver,6,14836
2022,9,Sant Andreu,58,Baró de Viver,7,14054
2022,9,Sant Andreu,59,el Bon Pastor,8,26016
2022,9,Sant Andreu,59,el Bon Pastor,9,19834
2022,9,Sant Andreu,59,el Bon Pastor,10,17592
2022,9,Sant Andreu,59,el Bon Pastor,11,15478
2022,9,Sant Andreu,59,el Bon Pastor,13,13180
2022,9,Sant Andreu,59,el Bon Pastor,14,15558
2022,9,Sant Andreu,59,el Bon Pastor,15,15603
2022,9,Sant Andreu,60,Sant Andreu,16,21925
2022,9,Sant Andreu,60,Sant Andreu,17,22852
2022,9,Sant Andreu,60,Sant Andreu,18,21621
2022,9,Sant Andreu,60,Sant Andreu,19,23625
2022,9,Sant Andreu,60,Sant Andreu,20,22575
2022,9,Sant Andreu,60,Sant Andreu,21,23694
2022,9,Sant Andreu,60,Sant Andreu,22,24867
2022,9,Sant Andreu,60,Sant Andreu,23,24293
2022,9,Sant Andreu,60,Sant Andreu,24,23986
2022,9,Sant Andreu,60,Sant Andreu,25,24519
2022,9,Sant Andreu,60,Sant Andreu,26,24683
2022,9,Sant Andreu,60,Sant Andreu,27,23801
2022,9,Sant Andreu,60,Sant Andreu,28,27670
2022,9,Sant Andreu,60,Sant Andreu,29,21692
2022,9,Sant Andreu,60,Sant Andreu,30,24194
2022,9,Sant Andreu,60,Sant Andreu,31,24688
2022,9,Sant Andreu,60,Sant Andreu,32,19049
2022,9,Sant Andreu,60,Sant Andreu,33,22148
2022,9,Sant Andreu,60,Sant Andreu,34,19078
2022,9,Sant Andreu,60,Sant Andreu,35,21655
2022,9,Sant Andreu,60,Sant Andreu,36,22467
2022,9,Sant Andreu,60,Sant Andreu,37,19015
2022,9,Sant Andreu,60,Sant Andreu,38,23077
2022,9,Sant Andreu,60,Sant Andreu,39,22460
2022,9,Sant Andreu,60,Sant Andreu,40,23728
2022,9,Sant Andreu,60,Sant Andreu,41,21513
2022,9,Sant Andreu,60,Sant Andreu,42,24188
2022,9,Sant Andreu,60,Sant Andreu,43,21526
2022,9,Sant Andreu,60,Sant Andreu,44,22789
2022,9,Sant Andreu,60,Sant Andreu,45,22696
2022,9,Sant Andreu,60,Sant Andreu,46,24234
2022,9,Sant Andreu,60,Sant Andreu,47,24408
2022,9,Sant Andreu,60,Sant Andreu,48,22185
2022,9,Sant Andreu,60,Sant Andreu,49,20829
2022,9,Sant Andreu,60,Sant Andreu,50,23159
2022,9,Sant Andreu,60,Sant Andreu,51,23622
2022,9,Sant Andreu,60,Sant Andreu,52,22602
2022,9,Sant Andreu,60,Sant Andreu,53,24075
2022,9,Sant Andreu,60,Sant Andreu,54,23532
2022,9,Sant Andreu,61,la Sagrera,55,17564
2022,9,Sant Andreu,61,la Sagrera,56,21923
2022,9,Sant Andreu,61,la Sagrera,57,20448
2022,9,Sant Andreu,61,la Sagrera,58,23027
2022,9,Sant Andreu,61,la Sagrera,59,22700
2022,9,Sant Andreu,61,la Sagrera,60,20871
2022,9,Sant Andreu,61,la Sagrera,61,24338
2022,9,Sant Andreu,61,la Sagrera,62,23314
2022,9,Sant Andreu,61,la Sagrera,63,25225
2022,9,Sant Andreu,61,la Sagrera,64,22094
2022,9,Sant Andreu,61,la Sagrera,65,20766
2022,9,Sant Andreu,61,la Sagrera,66,24385
2022,9,Sant Andreu,61,la Sagrera,67,20102
2022,9,Sant Andreu,61,la Sagrera,68,22572
2022,9,Sant Andreu,61,la Sagrera,69,21490
2022,9,Sant Andreu,61,la Sagrera,70,16634
2022,9,Sant Andreu,61,la Sagrera,71,20029
2022,9,Sant Andreu,61,la Sagrera,72,18528
2022,9,Sant Andreu,61,la Sagrera,73,21747
2022,9,Sant Andreu,62,el Congrés i els Indians,74,20416
2022,9,Sant Andreu,62,el Congrés i els Indians,75,19740
2022,9,Sant Andreu,62,el Congrés i els Indians,76,20858
2022,9,Sant Andreu,62,el Congrés i els Indians,77,22475
2022,9,Sant Andreu,62,el Congrés i els Indians,78,22499
2022,9,Sant Andreu,62,el Congrés i els Indians,79,22095
2022,9,Sant Andreu,62,el Congrés i els Indians,80,22362
2022,9,Sant Andreu,62,el Congrés i els Indians,81,21903
2022,9,Sant Andreu,62,el Congrés i els Indians,82,21213
2022,9,Sant Andreu,63,Navas,83,21496
2022,9,Sant Andreu,63,Navas,84,23240
2022,9,Sant Andreu,63,Navas,85,22405
2022,9,Sant Andreu,63,Navas,86,21460
2022,9,Sant Andreu,63,Navas,87,23449
2022,9,Sant Andreu,63,Navas,88,20249
2022,9,Sant Andreu,63,Navas,89,20858
2022,9,Sant Andreu,63,Navas,90,20187
2022,9,Sant Andreu,63,Navas,91,21718
2022,9,Sant Andreu,63,Navas,92,22089
2022,9,Sant Andreu,63,Navas,93,22145
2022,9,Sant Andreu,63,Navas,94,22181
2022,9,Sant Andreu,63,Navas,95,22463
2022,9,Sant Andreu,61,la Sagrera,156,19365
2022,10,Sant Martí,64,el Camp de l'Arpa del Clot,1,20487
2022,10,Sant Martí,64,el Camp de l'Arpa del Clot,2,22160
2022,10,Sant Martí,64,el Camp de l'Arpa del Clot,3,22647
2022,10,Sant Martí,64,el Camp de l'Arpa del Clot,4,21679
2022,10,Sant Martí,64,el Camp de l'Arpa del Clot,5,22400
2022,10,Sant Martí,64,el Camp de l'Arpa del Clot,6,24852
2022,10,Sant Martí,64,el Camp de l'Arpa del Clot,7,28832
2022,10,Sant Martí,64,el Camp de l'Arpa del Clot,8,23051
2022,10,Sant Martí,64,el Camp de l'Arpa del Clot,9,23409
2022,10,Sant Martí,64,el Camp de l'Arpa del Clot,10,22303
2022,10,Sant Martí,64,el Camp de l'Arpa del Clot,11,24684
2022,10,Sant Martí,64,el Camp de l'Arpa del Clot,12,23533
2022,10,Sant Martí,64,el Camp de l'Arpa del Clot,13,23348
2022,10,Sant Martí,64,el Camp de l'Arpa del Clot,14,22620
2022,10,Sant Martí,64,el Camp de l'Arpa del Clot,15,22397
2022,10,Sant Martí,64,el Camp de l'Arpa del Clot,16,24150
2022,10,Sant Martí,64,el Camp de l'Arpa del Clot,17,22261
2022,10,Sant Martí,64,el Camp de l'Arpa del Clot,18,21429
2022,10,Sant Martí,64,el Camp de l'Arpa del Clot,19,22592
2022,10,Sant Martí,64,el Camp de l'Arpa del Clot,20,20962
2022,10,Sant Martí,64,el Camp de l'Arpa del Clot,21,20536
2022,10,Sant Martí,64,el Camp de l'Arpa del Clot,22,22586
2022,10,Sant Martí,64,el Camp de l'Arpa del Clot,23,22035
2022,10,Sant Martí,64,el Camp de l'Arpa del Clot,24,23405
2022,10,Sant Martí,64,el Camp de l'Arpa del Clot,25,22046
2022,10,Sant Martí,65,el Clot,26,24355
2022,10,Sant Martí,65,el Clot,27,22859
2022,10,Sant Martí,65,el Clot,28,21824
2022,10,Sant Martí,65,el Clot,29,21590
2022,10,Sant Martí,65,el Clot,30,21606
2022,10,Sant Martí,65,el Clot,31,22345
2022,10,Sant Martí,65,el Clot,32,24144
2022,10,Sant Martí,65,el Clot,33,24666
2022,10,Sant Martí,65,el Clot,34,21292
2022,10,Sant Martí,65,el Clot,35,24382
2022,10,Sant Martí,65,el Clot,36,25638
2022,10,Sant Martí,65,el Clot,37,18468
2022,10,Sant Martí,65,el Clot,38,23729
2022,10,Sant Martí,65,el Clot,39,21304
2022,10,Sant Martí,65,el Clot,40,22291
2022,10,Sant Martí,65,el Clot,41,22558
2022,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,42,21075
2022,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,43,23121
2022,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,44,22589
2022,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,45,25522
2022,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,46,24660
2022,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,47,24041
2022,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,48,25822
2022,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,49,22896
2022,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,50,24646
2022,10,Sant Martí,67,la Vila Olímpica del Poblenou,51,25153
2022,10,Sant Martí,67,la Vila Olímpica del Poblenou,52,32043
2022,10,Sant Martí,67,la Vila Olímpica del Poblenou,53,37494
2022,10,Sant Martí,67,la Vila Olímpica del Poblenou,54,29885
2022,10,Sant Martí,67,la Vila Olímpica del Poblenou,55,32396
2022,10,Sant Martí,68,el Poblenou,56,21628
2022,10,Sant Martí,68,el Poblenou,57,21845
2022,10,Sant Martí,68,el Poblenou,58,21908
2022,10,Sant Martí,68,el Poblenou,59,25071
2022,10,Sant Martí,68,el Poblenou,60,22499
2022,10,Sant Martí,68,el Poblenou,61,25117
2022,10,Sant Martí,68,el Poblenou,62,23577
2022,10,Sant Martí,68,el Poblenou,63,24243
2022,10,Sant Martí,68,el Poblenou,64,25666
2022,10,Sant Martí,68,el Poblenou,65,24840
2022,10,Sant Martí,68,el Poblenou,66,24548
2022,10,Sant Martí,68,el Poblenou,67,31580
2022,10,Sant Martí,68,el Poblenou,68,27337
2022,10,Sant Martí,68,el Poblenou,69,27823
2022,10,Sant Martí,68,el Poblenou,70,23550
2022,10,Sant Martí,68,el Poblenou,71,25738
2022,10,Sant Martí,68,el Poblenou,72,23715
2022,10,Sant Martí,68,el Poblenou,73,21466
2022,10,Sant Martí,68,el Poblenou,74,22036
2022,10,Sant Martí,68,el Poblenou,75,21393
2022,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,76,27143
2022,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,77,29574
2022,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,78,29290
2022,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,79,24991
2022,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,80,28727
2022,10,Sant Martí,70,el Besòs i el Maresme,81,17552
2022,10,Sant Martí,70,el Besòs i el Maresme,82,11312
2022,10,Sant Martí,70,el Besòs i el Maresme,83,10298
2022,10,Sant Martí,70,el Besòs i el Maresme,84,13363
2022,10,Sant Martí,70,el Besòs i el Maresme,85,12431
2022,10,Sant Martí,70,el Besòs i el Maresme,86,14519
2022,10,Sant Martí,70,el Besòs i el Maresme,87,14295
2022,10,Sant Martí,70,el Besòs i el Maresme,88,19333
2022,10,Sant Martí,70,el Besòs i el Maresme,89,14431
2022,10,Sant Martí,70,el Besòs i el Maresme,90,16374
2022,10,Sant Martí,70,el Besòs i el Maresme,91,18178
2022,10,Sant Martí,70,el Besòs i el Maresme,92,20591
2022,10,Sant Martí,70,el Besòs i el Maresme,93,21680
2022,10,Sant Martí,71,Provençals del Poblenou,94,24205
2022,10,Sant Martí,71,Provençals del Poblenou,95,20180
2022,10,Sant Martí,71,Provençals del Poblenou,96,24884
2022,10,Sant Martí,71,Provençals del Poblenou,97,25685
2022,10,Sant Martí,71,Provençals del Poblenou,98,24160
2022,10,Sant Martí,71,Provençals del Poblenou,99,17066
2022,10,Sant Martí,71,Provençals del Poblenou,100,18951
2022,10,Sant Martí,71,Provençals del Poblenou,101,19409
2022,10,Sant Martí,71,Provençals del Poblenou,102,19179
2022,10,Sant Martí,71,Provençals del Poblenou,103,20366
2022,10,Sant Martí,71,Provençals del Poblenou,104,23202
2022,10,Sant Martí,72,Sant Martí de Provençals,105,21593
2022,10,Sant Martí,72,Sant Martí de Provençals,106,20714
2022,10,Sant Martí,72,Sant Martí de Provençals,107,24863
2022,10,Sant Martí,72,Sant Martí de Provençals,108,20519
2022,10,Sant Martí,72,Sant Martí de Provençals,109,19339
2022,10,Sant Martí,72,Sant Martí de Provençals,110,19206
2022,10,Sant Martí,72,Sant Martí de Provençals,111,20058
2022,10,Sant Martí,72,Sant Martí de Provençals,112,22920
2022,10,Sant Martí,72,Sant Martí de Provençals,113,19980
2022,10,Sant Martí,72,Sant Martí de Provençals,114,17221
2022,10,Sant Martí,72,Sant Martí de Provençals,115,18729
2022,10,Sant Martí,72,Sant Martí de Provençals,116,18359
2022,10,Sant Martí,72,Sant Martí de Provençals,117,19842
2022,10,Sant Martí,72,Sant Martí de Provençals,118,23782
2022,10,Sant Martí,72,Sant Martí de Provençals,119,18170
2022,10,Sant Martí,72,Sant Martí de Provençals,120,19040
2022,10,Sant Martí,72,Sant Martí de Provençals,121,18454
2022,10,Sant Martí,72,Sant Martí de Provençals,122,22374
2022,10,Sant Martí,73,la Verneda i la Pau,123,20711
2022,10,Sant Martí,73,la Verneda i la Pau,124,20493
2022,10,Sant Martí,73,la Verneda i la Pau,125,18747
2022,10,Sant Martí,73,la Verneda i la Pau,126,19733
2022,10,Sant Martí,73,la Verneda i la Pau,127,21726
2022,10,Sant Martí,73,la Verneda i la Pau,128,21729
2022,10,Sant Martí,73,la Verneda i la Pau,129,21561
2022,10,Sant Martí,73,la Verneda i la Pau,130,20427
2022,10,Sant Martí,73,la Verneda i la Pau,131,23297
2022,10,Sant Martí,73,la Verneda i la Pau,132,18165
2022,10,Sant Martí,73,la Verneda i la Pau,133,17540
2022,10,Sant Martí,73,la Verneda i la Pau,134,17974
2022,10,Sant Martí,73,la Verneda i la Pau,135,18138
2022,10,Sant Martí,73,la Verneda i la Pau,136,18022
2022,10,Sant Martí,73,la Verneda i la Pau,137,16861
2022,10,Sant Martí,73,la Verneda i la Pau,138,14952
2022,10,Sant Martí,73,la Verneda i la Pau,139,16690
2022,10,Sant Martí,73,la Verneda i la Pau,140,16756
2022,10,Sant Martí,73,la Verneda i la Pau,141,16991
2022,10,Sant Martí,73,la Verneda i la Pau,142,16202
2022,10,Sant Martí,73,la Verneda i la Pau,143,17131
2022,10,Sant Martí,65,el Clot,234,21467
2022,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,235,19011
2022,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,236,19889
2022,10,Sant Martí,71,Provençals del Poblenou,237,18513
