local_m,vkt_pre_local,vkt_post_local,vkt_pre_else,vkt_post_else,vkt_pre,vkt_post,LTR,NR,NVTR,delta_vkt_total,scenario
40.0,84023.01266951059,44426.379373586184,6797258.082938353,6844163.59364214,6881281.095607864,6888589.973015726,39596.6332959244,46905.51070378623,-7308.87740786183,7308.87740786183,simulated_demand_fixed
