station_id,desc,did_bin,q_pre,q_post,delta_q,edge_i,snap_m,is_tac2020_other,q_assigned_pre,q_assigned_fixed,delta_q_simulated_fixed,delta_q_residual
6011,LEPANT - LLORENS I BARBA  (sentit mar),control_gt2km,27462.285714285717,26776.066666666666,-686.2190476190481,1252,0.9,False,11141.811208042815,11141.811208042815,0.0,-686.2190476190481
9004,LLULL- MARINA (sentit Besòs),1_2km,3651.285714285714,3456.913043478261,-194.37267080745323,43678,0.7,False,3892.0230563040377,3892.0230563040377,0.0,-194.37267080745323
7017,AV. MERIDIANA - CLOT (Sortida),1_2km,5272.285714285715,3323.875,-1948.410714285715,34150,2.3,False,3766.0943259506384,3766.0943259506384,0.0,-1948.410714285715
2027,C. DE SANTS - SANT MEDIR (Sentit Pl. Espanya),1_2km,6043.714285714285,5219.958333333333,-823.7559523809523,37485,3.6,False,10755.531573717835,10755.531573717835,0.0,-823.7559523809523
2022,TRAV. DE LES CORTS - GALILEU (Besòs),1_2km,3295.285714285714,2964.375,-330.9107142857142,46144,5.0,False,15544.082367434412,15544.082367434412,0.0,-330.9107142857142
2013,NUMÀNCIA - ANGLESOLA  (sentit mar),1_2km,29737.0,21836.555555555555,-7900.444444444445,59012,1.3,False,12766.197186543566,12766.197186543566,0.0,-7900.444444444445
6012,PADILLA - ROSALIA DE CASTRO  (sentit muntanya),control_gt2km,17754.0,15599.083333333334,-2154.916666666666,59704,0.4,False,21001.676805033527,21001.676805033527,0.0,-2154.916666666666
2023,TRAV. DE LES CORTS - GALILEU (Llobregat),1_2km,12231.57142857143,10760.291666666666,-1471.2797619047633,45778,1.3,False,5744.435417357881,5744.435417357881,0.0,-1471.2797619047633
9005,RAMON TRIAS FARGAS - DR. TRUETA (sentit mar),1_2km,7930.571428571428,6720.045454545455,-1210.5259740259737,6520,0.7,False,10584.16192011462,10584.16192011462,0.0,-1210.5259740259737
1014,AV. SARRIÀ - DOCTOR FLEMING (pujada),1_2km,12248.6,11891.125,-357.4750000000004,32419,5.6,False,1838.1936503874215,1838.1936503874215,0.0,-357.4750000000004
5010,PG. COLOM - PL. D’IDRISSA DAILO (Llobregat),1_2km,20017.85714285714,18522.8,-1495.057142857142,33695,2.8,False,21955.491266216897,21955.491266216897,0.0,-1495.057142857142
8020,AV.DE LA RIERA DE CASSOLES - VALLIRANA (Baixada),1_2km,14060.42857142857,12887.09090909091,-1173.3376623376607,37038,4.0,False,3997.603310860679,3997.603310860679,0.0,-1173.3376623376607
5007,PL. PAU VILA - DOCTOR AIGUADER (Sentit Pla de Palau),1_2km,13436.0,13683.833333333334,247.83333333333397,29979,1.7,False,5339.424933227518,5339.424933227518,0.0,247.83333333333397
2020,AV. MADRID - TENOR MASINI (Besòs),1_2km,13804.142857142857,14815.78947368421,1011.6466165413532,32546,6.0,False,0.0,0.0,0.0,1011.6466165413532
2021,AV. MADRID - LLUÇÀ (Llobregat),1_2km,3935.571428571429,4871.1578947368425,935.586466165414,32546,1.1,False,0.0,0.0,0.0,935.586466165414
8032,RIERA DE CASSOLES - LES CAROLINES (Pujada),1_2km,2948.285714285714,5963.590909090909,3015.305194805195,61630,2.5,False,15926.273480116894,15926.273480116894,0.0,3015.305194805195
5004,PAS SOTA MURALLA - LLAUDER (Llobregat),1_2km,7041.142857142857,3461.7272727272725,-3579.4155844155844,33715,2.9,False,18299.007044683225,18299.007044683225,0.0,-3579.4155844155844
5003,PAS SOTA MURALLA - LLAUDER (Besòs),1_2km,25620.285714285717,22731.78947368421,-2888.496240601504,29942,4.6,False,17974.544892025082,17974.544892025082,0.0,-2888.496240601504
5008,DOCTOR AIGUADER - PIZARRO (Llobregat),control_gt2km,17017.285714285714,14549.42857142857,-2467.857142857143,36193,1.7,False,0.0,0.0,0.0,-2467.857142857143
5001,PG. COLOM - SIMÓ OLLER (Besòs),1_2km,16372.857142857143,15549.260869565218,-823.5962732919252,44001,0.7,False,0.0,0.0,0.0,-823.5962732919252
6017,RONDA DEL MIG - PL. ALFONS X EL SAVI (Llobregat),control_gt2km,11165.0,10290.826086956522,-874.173913043478,36709,1.3,False,18465.568702883407,18465.568702883407,0.0,-874.173913043478
9001,MARINA - DOCTOR TRUETA (Baixada),control_gt2km,8171.571428571428,9046.222222222224,874.6507936507942,54096,12.4,False,0.0,0.0,0.0,874.6507936507942
6024,CAMÈLIES - CA L'ALEGRE DE DALT,1_2km,4414.428571428572,4185.875,-228.5535714285716,18194,1.7,False,0.0,0.0,0.0,-228.5535714285716
8019,ARIBAU - MADRAZO (sentit muntanya),1_2km,10060.57142857143,11724.833333333334,1664.2619047619046,11688,0.2,False,3552.1487091488584,3552.1487091488584,0.0,1664.2619047619046
8022,TRAVESSERA DE DALT - MASSENS (Besòs),1_2km,31048.85714285714,31281.95833333333,233.1011904761908,32301,2.5,False,20457.97096100017,20457.97096100017,0.0,233.1011904761908
3017,GRAN VIA - QUÍMICA (Sortida),1_2km,15225.857142857143,35939.57142857143,20713.714285714283,45355,9.5,True,18142.969820600683,18142.969820600683,0.0,20713.714285714283
7038,MERIDIANA - VALÈNCIA (ENTRADA),1_2km,27676.571428571428,15629.833333333334,-12046.738095238094,58582,1.4,False,25747.435787205093,25747.435787205093,0.0,-12046.738095238094
6006,SANT ANTONI MARIA CLARET - INDEPENDÈNCIA  (sentit Llobregat),control_gt2km,28607.285714285717,26402.625,-2204.6607142857138,29207,1.7,False,20014.578314226987,20014.578314226987,0.0,-2204.6607142857138
8021,TRAVESSERA DE DALT - GRANJA (Llobregat),1_2km,28708.285714285717,27783.70833333333,-924.5773809523816,35246,2.5,False,30365.16376891212,30365.16376891212,0.0,-924.5773809523816
9010,RAMON TURRÓ - PAMPLONA (sentit Llobregat),control_gt2km,2022.7142857142856,1783.5416666666667,-239.17261904761904,25483,3.5,False,0.0,0.0,0.0,-239.17261904761904
6010,TÚNEL DE LA ROVIRA - BOCA SUD (Sentit Guinardó),control_gt2km,19867.285714285717,20119.53846153846,252.2527472527472,10356,2.9,False,4732.540465058625,4732.540465058625,0.0,252.2527472527472
10019,BADAJOZ - PUJADES (sentit muntanya),control_gt2km,4834.142857142857,5762.782608695652,928.6397515527952,43899,6.8,False,0.0,0.0,0.0,928.6397515527952
1032,GRAN VÍA CARLES III - TRAV. DE LES CORTS (Pujada),control_gt2km,16848.714285714286,16364.458333333334,-484.2559523809523,58890,17.0,True,0.0,0.0,0.0,-484.2559523809523
9002,AV. D'ICÀRIA - TRIAS FARGAS (Besòs),control_gt2km,1330.8333333333333,1385.0434782608695,54.21014492753625,29116,1.5,False,727.3449579086225,727.3449579086225,0.0,54.21014492753625
5006,PG. JOAN DE BORBÓ - MAQUINISTA (Sentit Pla de Palau),control_gt2km,7628.2,8900.2,1272.000000000001,60568,1.1,False,0.0,0.0,0.0,1272.000000000001
1033,GRAN VÍA CARLES III - TRAV. DE LES CORTS (Baixada),control_gt2km,19123.714285714286,18613.571428571428,-510.1428571428587,31937,0.3,True,7188.6126024729565,7188.6126024729565,0.0,-510.1428571428587
8016,VIA AUGUSTA - AMIGÓ (Baixada),control_gt2km,16972.714285714286,12967.391304347826,-4005.32298136646,29167,5.1,False,15604.589818679471,15604.589818679471,0.0,-4005.32298136646
7037,MERIDIANA - VALÈNCIA (SORTIDA),1_2km,19001.571428571428,10377.521739130434,-8624.049689440993,40041,0.4,False,18057.472529916184,18057.472529916184,0.0,-8624.049689440993
6030,SARDENYA - PL. SANLLEHY  (sentit mar),control_gt2km,6489.714285714285,7440.04347826087,950.3291925465846,11074,2.4,False,6817.591175154192,6817.591175154192,0.0,950.3291925465846
8031,CAN RÀBIA - RDA. GENERAL MITRE (Baixada),1_2km,5871.428571428572,6010.708333333333,139.27976190476147,22901,1.1,False,4971.138970317603,4971.138970317603,0.0,139.27976190476147
5028,PG. JOSEP CARNER - VILÀ I VILÀ (Besòs),control_gt2km,17661.14285714286,19011.0,1349.8571428571413,5865,13.3,False,0.0,0.0,0.0,1349.8571428571413
6029,CAMÈLIES - ABD EL-KADER  (sentit Besòs),control_gt2km,1771.142857142857,2296.782608695652,525.6397515527949,51741,4.7,False,0.0,0.0,0.0,525.6397515527949
8036,VIA AUGUSTA - ARIBAU (Sentit Pl. Molina),control_gt2km,18260.42857142857,11812.052631578948,-6448.375939849626,55920,3.8,False,6164.982332447932,6164.982332447932,0.0,-6448.375939849626
9006,MARINA - SALVADOR ESPRIU (Pujada),control_gt2km,15370.42857142857,15246.23076923077,-124.19780219780114,26847,2.1,False,4745.722267429738,4745.722267429738,0.0,-124.19780219780114
1011,AV. DIAGONAL - GANDESA (Entrada),control_gt2km,29213.85714285714,27823.5,-1390.3571428571413,46200,6.5,False,18067.33121916369,18067.33121916369,0.0,-1390.3571428571413
8037,VIA AUGUSTA - BRUSI (Sentit Rda. General Mitre),control_gt2km,11699.57142857143,9688.05,-2011.52142857143,55920,5.0,False,6164.982332447932,6164.982332447932,0.0,-2011.52142857143
4030,AV. DIAGONAL - LLACUNA (Baixada),control_gt2km,3159.833333333333,2389.9565217391305,-769.876811594203,15360,28.0,False,0.0,0.0,0.0,-769.876811594203
6031,AV. MARE DE DÉU DE MONTSERRAT - FRANÇA  (sentit Llobregat),control_gt2km,10177.42857142857,11382.791666666666,1205.3630952380954,38046,1.4,False,10540.690713014796,10540.690713014796,0.0,1205.3630952380954
7033,VALÈNCIA - TER  (sentit Besòs),control_gt2km,8978.142857142857,8466.434782608696,-511.7080745341609,21849,0.8,True,8576.357021768978,8576.357021768978,0.0,-511.7080745341609
8006,RDA. GENERAL MITRE - DR. FLEMING (Sentit Via Augusta),control_gt2km,14804.0,12912.416666666666,-1891.583333333334,45988,0.9,False,1641.0020270320774,1641.0020270320774,0.0,-1891.583333333334
8004,BALMES - COPÈRNIC (Baixada),control_gt2km,14623.285714285714,12518.833333333334,-2104.45238095238,37088,5.9,False,2874.9200392755606,2874.9200392755606,0.0,-2104.45238095238
8002,GANDUXER - VALERO  (sentit muntanya),control_gt2km,20101.0,16148.318181818182,-3952.681818181818,16537,1.4,False,0.0,0.0,0.0,-3952.681818181818
2012,AV. MADRID - PORTBOU  (sentit Besòs),control_gt2km,11725.42857142857,11731.15,5.721428571428987,1482,1.4,False,2271.520025572119,2271.520025572119,0.0,5.721428571428987
6014,RONDA GUINARDÓ - CARTAGENA (Besòs),control_gt2km,17288.5,15582.217391304348,-1706.282608695652,46067,1.2,False,15146.909625634127,15146.909625634127,0.0,-1706.282608695652
2025,C. DE SANTS - SUGRANYES (Sentit Pl. Espanya),control_gt2km,3514.428571428572,2897.75,-616.6785714285716,15152,2.1,False,6825.927996564981,6825.927996564981,0.0,-616.6785714285716
8015,VIA AUGUSTA - MODOLELL (Pujada),control_gt2km,23002.14285714286,16714.375,-6287.767857142859,39022,2.7,False,19375.429963923187,19375.429963923187,0.0,-6287.767857142859
8034,AV. REPÚBLICA ARGENTINA - BALLESTER,control_gt2km,25015.714285714286,18055.33333333333,-6960.380952380954,36418,2.7,False,16669.543243585744,16669.543243585744,0.0,-6960.380952380954
6015,RONDA GUINARDÓ - SANT QUINTÍ (Llobregat),control_gt2km,2919.714285714286,3009.285714285714,89.57142857142844,52824,1.0,False,5085.31900960999,5085.31900960999,0.0,89.57142857142844
8005,BALMES - COPÈRNIC (Pujada),control_gt2km,17482.428571428572,15458.823529411764,-2023.6050420168085,59570,2.5,False,7022.936248146349,7022.936248146349,0.0,-2023.6050420168085
9009,SALVADOR ESPRIU - ROSA SENSAT (sentit Llobregat),control_gt2km,16624.571428571428,17458.75,834.1785714285725,8063,1.3,False,1206.55577872208,1206.55577872208,0.0,834.1785714285725
8017,MUNTANER - COPÈRNIC (sentit mar),control_gt2km,8920.714285714286,13050.708333333334,4129.994047619048,3454,27.6,False,0.0,0.0,0.0,4129.994047619048
1008,CAPITÀ ARENAS - MANILA (baixada),control_gt2km,8976.5,8421.125,-555.375,30750,0.6,False,3302.8734802260024,3302.8734802260024,0.0,-555.375
8011,RDA. GENERAL MITRE - BALLESTER (Llobregat),control_gt2km,25067.85714285714,24885.041666666668,-182.81547619047345,36945,0.5,False,9971.695653270068,9971.695653270068,0.0,-182.81547619047345
1009,PG. MANUEL GIRONA - BENET I MATEU (sentit Llobregat),control_gt2km,11247.57142857143,10589.166666666666,-658.4047619047633,26349,1.5,False,1838.1936503874215,1838.1936503874215,0.0,-658.4047619047633
8003,RDA. GENERAL MITRE - SARAGOSSA (Besòs),control_gt2km,28905.0,29272.666666666668,367.6666666666679,36947,11.2,False,9971.695653270068,9971.695653270068,0.0,367.6666666666679
10015,BILBAO - CONCILI DE TRENTO (sentit mar),control_gt2km,14402.42857142857,14338.375,-64.05357142857065,30648,2.8,False,20757.797597844197,20757.797597844197,0.0,-64.05357142857065
8041,PG. SANT JOAN BOSCO - PL. PRAT DE LA RIBA (Pujada),control_gt2km,10092.857142857143,10112.041666666666,19.184523809522943,27832,5.6,False,14910.004802964555,14910.004802964555,0.0,19.184523809522943
8035,PG. SANT JOAN BOSCO - F. CARBONELL (Baixada),control_gt2km,4022.714285714286,3946.1666666666665,-76.54761904761926,27832,2.0,False,14910.004802964555,14910.004802964555,0.0,-76.54761904761926
11033,AV. VALLCARCA - AGRAMUNT (Pujada),control_gt2km,13756.714285714286,15857.541666666666,2100.82738095238,48305,4.2,False,0.0,0.0,0.0,2100.82738095238
11034,AV. VALLCARCA - AGRAMUNT (Baixada),control_gt2km,4790.2,4743.277777777777,-46.922222222222445,55927,1.2,False,4961.590655468167,4961.590655468167,0.0,-46.922222222222445
1006,AV. DIAGONAL - PLAÇA PIUS XII (Entrada),control_gt2km,20957.285714285717,21093.571428571428,136.28571428571377,36826,5.9,False,3845.3544072568216,3845.3544072568216,0.0,136.28571428571377
10005,ARAGÓ - BILBAO (Besòs),control_gt2km,6709.857142857143,4924.875,-1784.9821428571431,15476,1.0,True,5669.318678152638,5669.318678152638,0.0,-1784.9821428571431
1007,AV. DIAGONAL- DOCTOR FERRAN (Sortida),control_gt2km,36924.28571428572,38906.769230769234,1982.4835164835167,36826,6.1,False,3845.3544072568216,3845.3544072568216,0.0,1982.4835164835167
6019,PG. MARAGALL - ESCORNALBOU (Sentit Horta),control_gt2km,12341.142857142857,5541.238095238095,-6799.9047619047615,38773,3.4,False,12852.342578403379,12852.342578403379,0.0,-6799.9047619047615
6018,PG. MARAGALL - ESCORNALBOU (Sentit Eixample),control_gt2km,11014.142857142857,9089.5,-1924.6428571428569,38769,4.7,False,12852.342578403379,12852.342578403379,0.0,-1924.6428571428569
9003,AV. LITORAL - ARQUITECTE SERT (sentit mar),control_gt2km,12077.714285714286,11292.857142857143,-784.8571428571431,48421,1.4,False,356.0096774629661,356.0096774629661,0.0,-784.8571428571431
7004,MALLORCA - BISCAIA,control_gt2km,11156.285714285714,7864.041666666667,-3292.244047619047,48230,0.5,False,1415.6266415824816,1415.6266415824816,0.0,-3292.244047619047
8008,RDA. GENERAL MITRE - GANDUXER (Besòs),control_gt2km,23090.42857142857,22654.08333333333,-436.3452380952404,29203,10.4,False,38023.87392694421,38023.87392694421,0.0,-436.3452380952404
1031,JOAN XXIII - MENÉNDEZ PELAYO (Besòs),control_gt2km,2374.285714285714,2226.5,-147.78571428571422,54867,18.7,False,8158.4340765159795,8158.4340765159795,0.0,-147.78571428571422
8009,RDA. GENERAL MITRE - TORRAS I PUJALT (Llobregat),control_gt2km,20320.571428571428,18025.83333333333,-2294.7380952380954,29202,0.4,False,38023.87392694421,38023.87392694421,0.0,-2294.7380952380954
2017,SANTS - RIERA BLANCA (sentit Hospitalet),control_gt2km,13398.166666666666,14911.666666666666,1513.5,36210,2.5,False,10793.822172052676,10793.822172052676,0.0,1513.5
1027,DOCTOR FERRAN - PG. MANUEL GIRONA (baixada),control_gt2km,10424.142857142857,10595.684210526317,171.54135338345804,47369,0.8,False,0.0,0.0,0.0,171.54135338345804
7021,NAVAS DE TOLOSA - JOSEP ESTIVILL  (sentit mar),control_gt2km,10556.857142857143,9322.166666666666,-1234.690476190477,46258,0.2,False,16287.838395291805,16287.838395291805,0.0,-1234.690476190477
17005,AV. DIAGONAL - PERE IV (Pujada),control_gt2km,5721.285714285715,6790.25,1068.964285714285,40774,3.1,False,3704.4761124904508,3704.4761124904508,0.0,1068.964285714285
8028,VIA AUGUSTA - DOCTOR ROUX (Pujada),control_gt2km,27831.571428571428,15647.454545454546,-12184.116883116882,27867,13.6,False,4801.383951633934,4801.383951633934,0.0,-12184.116883116882
8012,VIA AUGUSTA - VERGÓS (Baixada),control_gt2km,25921.33333333333,20581.58333333333,-5339.75,38991,1.6,False,1817.9151373237853,1817.9151373237853,0.0,-5339.75
1029,ARISTIDES MAILLOL - CARDENAL REIG (Pujada),control_gt2km,7805.428571428572,8608.42857142857,802.9999999999991,34446,15.8,False,16029.448192579577,16029.448192579577,0.0,802.9999999999991
1028,ARISTIDES MAILLOL - CARDENAL REIG (Baixada),control_gt2km,10888.142857142857,10604.583333333334,-283.55952380952294,34446,1.7,False,16029.448192579577,16029.448192579577,0.0,-283.55952380952294
8033,VERGÓS - RAFAEL BATLLE (Besòs),control_gt2km,13403.714285714286,19493.81818181818,6090.103896103894,61225,3.0,False,2204.352380224744,2204.352380224744,0.0,6090.103896103894
8040,VERGÒS - RAFAEL BATLLE (Llobregat),control_gt2km,4007.428571428572,4218.681818181818,211.2532467532465,61226,1.6,False,13733.199348360075,13733.199348360075,0.0,211.2532467532465
11019,AV. REPÚBLICA ARGENTINA - VIADUCTE VALLCARCA (Baixada),control_gt2km,5947.857142857143,6214.625,266.7678571428569,30489,3.0,False,9814.54183649398,9814.54183649398,0.0,266.7678571428569
13019,RONDA GUINARDO - ART(sentit Llobregat),control_gt2km,975.0,1326.7083333333333,351.70833333333326,57185,0.2,False,1514.0267995653314,1514.0267995653314,0.0,351.70833333333326
8042,MUNTANER - ARIMON  (sentit mar),control_gt2km,13834.857142857143,14639.695652173914,804.8385093167708,699,0.4,False,11699.078334082433,11699.078334082433,0.0,804.8385093167708
1013,AV. PEDRALBES - PG. MANUEL GIRONA (Baixada),control_gt2km,6492.0,6388.782608695652,-103.21739130434798,52088,0.2,False,0.0,0.0,0.0,-103.21739130434798
11018,AV. REPÚBLICA ARGENTINA - VIADUCTE VALLCARCA (Pujada),control_gt2km,16494.14285714286,16677.904761904763,183.7619047619046,49445,11.4,False,527.1434624663343,527.1434624663343,0.0,183.7619047619046
10002,BAC DE RODA - BOLIVIA (Pujada),control_gt2km,17059.14285714286,21895.272727272728,4836.129870129869,16038,1.2,False,8761.765255092541,8761.765255092541,0.0,4836.129870129869
7006,SANT ANTONI MARIA CLARET - ESPRONCEDA  (sentit Llobregat),control_gt2km,13234.5,10402.272727272728,-2832.227272727272,28659,1.0,False,13218.823260125353,13218.823260125353,0.0,-2832.227272727272
1022,AV. PEDRALBES - PG. MANUEL GIRONA (Pujada),control_gt2km,3914.571428571429,4009.272727272728,94.70129870129904,54722,1.4,False,4082.0013073624445,4082.0013073624445,0.0,94.70129870129904
8053,BALMES - CASTANYER (Pujada),control_gt2km,15413.57142857143,15703.0,289.42857142857065,15084,3.4,False,14044.88235175474,14044.88235175474,0.0,289.42857142857065
7010,AV. MERIDIANA - SANT ANTONI MARIA CLARET (Entrada),control_gt2km,21766.571428571428,15332.15,-6434.421428571428,55701,15.6,False,18240.77522600479,18240.77522600479,0.0,-6434.421428571428
8054,EDUARDO CONDE - CARDENAL VIVES I TUTÓ (sentit muntanya),control_gt2km,8392.857142857143,8098.761904761905,-294.0952380952385,9113,2.2,False,0.0,0.0,0.0,-294.0952380952385
7034,FELIP II - JOSEP ESTIVILL (sentit muntanya),control_gt2km,14749.57142857143,14122.652173913044,-626.9192546583854,54801,0.9,False,5460.328052961943,5460.328052961943,0.0,-626.9192546583854
8051,AV. J.V.FOIX - CARDENAL VIVES I TUTOR (Pujada),control_gt2km,3457.714285714286,3064.6666666666665,-393.04761904761926,54693,3.8,False,0.0,0.0,0.0,-393.04761904761926
1003,AV. DIAGONAL - ADOLF FLORENSA (Entrada),control_gt2km,18328.14285714286,18056.75,-271.3928571428587,12298,2.3,False,0.0,0.0,0.0,-271.3928571428587
1004,AV. DIAGONAL - PASCUAL VILA (Sortida),control_gt2km,38320.0,39274.71428571428,954.7142857142826,41894,6.1,False,0.0,0.0,0.0,954.7142857142826
7035,FELIP II - AV. MERIDIANA  (sentit muntanya),control_gt2km,7433.0,8078.347826086957,645.347826086957,59911,0.7,False,16116.27266461889,16116.27266461889,0.0,645.347826086957
11024,ESTEVE TERRADES - JOSEP JOVER (Baixada),control_gt2km,15043.285714285714,14815.384615384615,-227.9010989010985,49985,1.4,False,13605.195036123447,13605.195036123447,0.0,-227.9010989010985
11022,CRAYWINCKEL - AV. REPÚBLICA ARGENTINA (sentit Llobregat),control_gt2km,7333.0,7228.708333333333,-104.29166666666696,1816,1.3,False,6993.55051914403,6993.55051914403,0.0,-104.29166666666696
13011,PG. MARAGALL - ACÀCIES (Sentit Eixample),control_gt2km,9499.0,12316.952380952382,2817.9523809523816,30606,3.7,False,8448.573819421788,8448.573819421788,0.0,2817.9523809523816
11023,ESTEVE TERRADES - JOSEP JOVER (Pujada),control_gt2km,4605.5,3891.478260869565,-714.021739130435,48047,0.4,False,10379.588939091866,10379.588939091866,0.0,-714.021739130435
11026,AV. VALLCARCA - GUSTAVO BÈCQUER (Baixada),control_gt2km,4334.428571428572,4256.25,-78.17857142857156,24131,3.4,False,0.0,0.0,0.0,-78.17857142857156
8052,AV. DE PEDRALBES - C. DE BOSCH I GIMPERA (Pujada),control_gt2km,8091.142857142857,5157.454545454545,-2933.688311688312,52108,2.4,False,0.0,0.0,0.0,-2933.688311688312
11030,AV. TIBIDABO - PG. SANT GERVASI (pujada),control_gt2km,3010.428571428572,2584.5,-425.9285714285716,47280,9.4,False,0.0,0.0,0.0,-425.9285714285716
8014,PG. BONANOVA - IRADIER (Besós),control_gt2km,13514.57142857143,13756.652173913044,242.0807453416146,15031,0.2,False,0.0,0.0,0.0,242.0807453416146
8013,PG. BONANOVA - IRADIER (Llobregat),control_gt2km,5990.571428571428,5716.391304347826,-274.18012422360243,39584,1.8,False,0.0,0.0,0.0,-274.18012422360243
8045,PG. SANT GERVASI - PL. BONANOVA (Besòs),control_gt2km,9794.285714285714,9533.454545454546,-260.8311688311678,8857,4.6,False,3967.5412476981273,3967.5412476981273,0.0,-260.8311688311678
11025,AV. VALLCARCA - GUSTAVO BÈCQUER (Pujada),control_gt2km,4096.571428571428,3760.652173913044,-335.91925465838494,24641,4.9,False,4812.973242412003,4812.973242412003,0.0,-335.91925465838494
8046,PG. SANT GERVASI - TEODORA LAMADRID (Llobregat),control_gt2km,11479.714285714286,11396.416666666666,-83.29761904762017,8857,3.9,False,3967.5412476981273,3967.5412476981273,0.0,-83.29761904762017
8023,VIA AUGUSTA - PG. BONANOVA (Sortida),control_gt2km,18356.571428571428,13784.842105263158,-4571.729323308269,15326,2.2,False,0.0,0.0,0.0,-4571.729323308269
11021,PG. SANT GERVASI - GARCÍA MARIÑO (pujada),control_gt2km,14727.857142857143,14967.666666666666,239.80952380952291,18446,2.0,False,7105.683252543617,7105.683252543617,0.0,239.80952380952291
11008,TÚNEL DE LA ROVIRA - BOCA NORD (Sentit Horta),control_gt2km,17279.428571428572,16772.833333333332,-506.5952380952404,9536,0.9,False,3668.366458394424,3668.366458394424,0.0,-506.5952380952404
11009,TÚNEL DE LA ROVIRA - BOCA NORD (Sentit Guinardó),control_gt2km,18529.714285714286,16789.6,-1740.1142857142877,35064,1.0,False,4732.540465058625,4732.540465058625,0.0,-1740.1142857142877
11020,AV. REPÚBLICA ARGENTINA - PL. ALFONSO COMÍN (baixada),control_gt2km,12412.714285714286,14965.8,2553.085714285713,12820,0.3,False,1280.0156729112796,1280.0156729112796,0.0,2553.085714285713
7016,CONCEPCIÓ ARENAL - CIENFUEGOS,control_gt2km,5048.142857142857,5538.952380952381,490.8095238095239,36750,0.9,False,0.0,0.0,0.0,490.8095238095239
8043,PG. REINA ELISENDA - PARRÒQUIA (Besòs),control_gt2km,5993.428571428572,7589.583333333333,1596.1547619047617,25106,2.1,False,1087.122926150227,1087.122926150227,0.0,1596.1547619047617
11005,PG. SANT GERVASI - PL. ALFONS COMÍN (sentit muntanya),control_gt2km,7952.285714285715,7991.083333333333,38.79761904761836,18446,0.5,False,7105.683252543617,7105.683252543617,0.0,38.79761904761836
8044,PG. REINA ELISENDA - MAJOR DE SARRIÀ (Llobregat),control_gt2km,9745.833333333334,9026.826086956522,-719.007246376812,25106,3.7,False,1087.122926150227,1087.122926150227,0.0,-719.007246376812
7008,AV. MERIDIANA - GARCILASO (Sortida),control_gt2km,19193.285714285717,18108.0625,-1085.2232142857138,34373,0.1,False,0.0,0.0,0.0,-1085.2232142857138
13007,RAMÓN ALBÓ - PG. MARAGALL (sentit muntanya),control_gt2km,17830.571428571428,12345.318181818182,-5485.253246753246,13359,0.7,False,0.0,0.0,0.0,-5485.253246753246
11007,ESTEVE TERRADES - PL. ALFONS COMÍN (Pujada),control_gt2km,12803.42857142857,12393.333333333334,-410.0952380952367,24151,1.3,False,17713.009902726317,17713.009902726317,0.0,-410.0952380952367
17008,PG. VALL D'HEBRON - C. DE TICIÀ (LLOBREGAT),control_gt2km,10354.2,10614.125,259.9249999999993,11365,6.2,False,0.0,0.0,0.0,259.9249999999993
1012,AV. DIAGONAL - TORRE MELINA (Lateral Entrada),control_gt2km,17025.14285714286,16004.681818181818,-1020.4610389610408,41038,1.1,False,0.0,0.0,0.0,-1020.4610389610408
1021,GONZÁLEZ TABLAS - AV. EXÈRCIT (Baixada),control_gt2km,3988.285714285714,3604.4166666666665,-383.8690476190477,29462,3.0,False,923.3310662177036,923.3310662177036,0.0,-383.8690476190477
8047,AV. DE J.V. FOIX - MONESTIR (Mar),control_gt2km,8274.42857142857,8249.708333333334,-24.72023809523671,47988,3.6,False,0.0,0.0,0.0,-24.72023809523671
8049,BISBE CATALÀ - BOSCH I GIMPERA (Besòs),control_gt2km,5741.0,5609.25,-131.75,32220,5.2,False,1087.122926150227,1087.122926150227,0.0,-131.75
17009,RDA. DALT SORTIDA 6 LLOBREGAT,control_gt2km,13314.857142857143,12224.416666666666,-1090.440476190477,16326,2.9,False,8224.04540931882,8224.04540931882,0.0,-1090.440476190477
8050,BISBE CATALÀ - BOSCH I GIMPERA (Llobregat),control_gt2km,4452.714285714285,3997.375,-455.3392857142853,45115,4.9,False,1087.122926150227,1087.122926150227,0.0,-455.3392857142853
13001,PG. MARAGALL - MOSSEN JOSEP BUNDÓ (Sentit Eixample),control_gt2km,6817.428571428572,8555.545454545454,1738.1168831168825,42817,4.8,False,10790.05774819179,10790.05774819179,0.0,1738.1168831168825
13002,PG. MARAGALL - SABASTIDA (Sentit Horta),control_gt2km,8798.142857142857,7053.5,-1744.6428571428569,42817,3.2,False,10790.05774819179,10790.05774819179,0.0,-1744.6428571428569
11006,AV. VALLCARCA - CAPELLADES (Pujada),control_gt2km,4327.571428571428,4068.9166666666665,-258.6547619047619,47880,0.2,False,0.0,0.0,0.0,-258.6547619047619
8048,AV. DE J.V. FOIX - MONESTIR (Muntanya),control_gt2km,6463.142857142857,5976.25,-486.8928571428569,17868,2.7,False,0.0,0.0,0.0,-486.8928571428569
1001,AV. DIAGONAL - TORRE MELINA (Entrada),control_gt2km,32952.142857142855,31866.869565217392,-1085.2732919254631,22737,7.4,False,0.0,0.0,0.0,-1085.2732919254631
10008,CANTÀBRIA - GUIPÚSCOA (Pujada),control_gt2km,3612.857142857143,4337.64705882353,724.7899159663871,57808,5.4,False,3092.2991521264776,3092.2991521264776,0.0,724.7899159663871
