station_id,desc,did_bin,q_pre,q_post,delta_q,edge_i,snap_m,is_tac2020_other,q_assigned_pre,q_assigned_fixed,delta_q_simulated_fixed,delta_q_residual
4070,PELAI - RONDA UNIVERSITAT  (sentit Besòs),500_1000m,8124.0,8596.458333333334,472.45833333333394,37792,4.2,True,13418.191132801045,13418.191132801045,0.0,472.45833333333394
5019,TRAFALGAR - MENDEZ NÚÑEZ  (sentit Besòs),250_500m,4600.285714285715,8157.888888888889,3557.603174603174,54536,0.6,False,5839.502390883321,5839.502390883321,0.0,3557.603174603174
3022,CREU COBERTA - PL. ESPANYA (Pujada),500_1000m,7225.857142857143,7134.95,-90.9071428571433,33279,2.0,False,11031.245764675483,11031.245764675483,0.0,-90.9071428571433
3021,CREU COBERTA - BÉJAR (Baixada),500_1000m,6847.142857142857,6375.875,-471.2678571428569,33279,5.9,False,11031.245764675483,11031.245764675483,0.0,-471.2678571428569
4099,BALMES - MALLORCA (baixada),250_500m,31958.14285714286,29048.625,-2909.5178571428587,54917,0.6,False,4390.4633589998575,4390.4633589998575,0.0,-2909.5178571428587
6026,PG. SANT JOAN - INDÚSTRIA (Baixada),500_1000m,9964.0,9173.875,-790.125,51690,1.1,False,15315.563455373076,17968.82770540408,2653.264250031005,-3443.389250031005
4019,MARINA - DIPUTACIÓ (pujada),500_1000m,32338.285714285717,27500.272727272728,-4838.012987012986,29292,2.2,False,16992.922121968393,22007.34002223442,5014.417900266028,-9852.430887279013
4032,VALÈNCIA - SARDENYA  (sentit Besòs),500_1000m,15365.6,15073.136363636364,-292.4636363636364,50657,2.6,True,11196.1376655447,11196.1376655447,0.0,-292.4636363636364
4081,ROSSELLÓ - PG. DE GRÀCIA (sentit Besòs),500_1000m,9209.0,8684.916666666666,-524.0833333333339,43495,1.6,False,2265.8272740898587,2265.8272740898587,0.0,-524.0833333333339
4050,PASSEIG DE GRÀCIA - PROVENÇA (Pujada),500_1000m,13082.714285714286,13745.217391304348,662.5031055900618,53373,5.6,False,0.0,0.0,0.0,662.5031055900618
4045,PASSEIG DE GRÀCIA - ROSSELLÓ (Baixada),500_1000m,5114.142857142857,4645.166666666667,-468.9761904761899,53373,3.8,False,0.0,0.0,0.0,-468.9761904761899
4041,PROVENÇA - BALMES  (sentit Llobregat),500_1000m,8702.142857142857,8124.347826086957,-577.7950310558999,37527,0.4,False,19798.36370482495,19798.36370482495,0.0,-577.7950310558999
4038,SARDENYA - CASP  (sentit mar),500_1000m,8052.285714285715,7663.75,-388.5357142857147,47009,3.4,False,0.0,0.0,0.0,-388.5357142857147
5014,PELAI - BALMES,500_1000m,26759.285714285717,20846.809523809523,-5912.476190476191,5174,1.6,True,13418.191132801045,13418.191132801045,0.0,-5912.476190476191
6005,CÒRSEGA - NÀPOLS  (sentit Llobregat),500_1000m,14161.285714285714,16748.375,2587.0892857142862,46716,2.0,False,3924.6908231236516,4670.844244769592,746.1534216459399,1840.9358640683463
5012,FONTANELLA - PL. CATALUNYA,500_1000m,11373.833333333334,11221.916666666666,-151.91666666666788,24780,0.2,False,16506.284187891855,16506.284187891855,0.0,-151.91666666666788
4083,MARINA - CASP (Pujada),500_1000m,18198.0,17085.75,-1112.25,44437,5.2,False,0.0,0.0,0.0,-1112.25
6004,ROSSELLÓ - NÀPOLS (sentit Besòs),500_1000m,23899.14285714286,23150.590909090908,-748.5519480519506,39208,4.1,False,5007.717056993077,5007.717056993077,0.0,-748.5519480519506
3028,AV. PARAL·LEL -  JAUME FABRA (Pujada),500_1000m,14431.142857142857,13615.75,-815.3928571428569,47697,2.8,False,8015.908788464103,8015.908788464103,0.0,-815.3928571428569
4040,BALMES - ROSSELLÓ (baixada),500_1000m,31046.85714285714,29274.466666666667,-1772.390476190474,53048,0.1,False,9690.575573795228,9690.575573795228,0.0,-1772.390476190474
5017,PG. LLUÍS COMPANYS - ALMOGÀVERS (Pujada),500_1000m,8221.166666666666,12216.0,3994.833333333334,28785,2.7,False,7637.086590442952,8183.206961991635,546.1203715486827,3448.7129617846513
