seccio,codi_barri,nom_barri,nom_districte,x,y,d_axis_m,pop,node_x,node_y,snap_m,snapped,egress_connector
2138,9,la Nova Esquerra de l'Eixample,Eixample,429102.83613744105,4581677.233970575,143.45086975081608,1921.0,429083.4,4581712.0,39.8,True,False
2139,9,la Nova Esquerra de l'Eixample,Eixample,429319.7588568924,4581755.114092303,65.68043716287268,1711.0,429280.5,4581744.8,40.6,True,False
2140,9,la Nova Esquerra de l'Eixample,Eixample,429209.9842465407,4581583.115768437,71.65515201906898,1891.0,429201.4,4581594.1,13.9,True,False
2141,9,la Nova Esquerra de l'Eixample,Eixample,429066.9265520817,4581442.649004044,67.7840115280172,1179.0,428993.3,4581464.1,76.7,True,True
2142,9,la Nova Esquerra de l'Eixample,Eixample,429207.9168640916,4581393.782182949,61.05559013206968,2000.0,429181.1,4581421.4,38.5,True,False
2143,9,la Nova Esquerra de l'Eixample,Eixample,429398.97278241976,4581581.480143407,0.1520983913626227,1466.0,429445.4,4581533.0,67.1,True,True
2144,9,la Nova Esquerra de l'Eixample,Eixample,429497.1978483749,4581480.409055069,0.8867769064365932,1494.0,429536.2,4581441.3,55.2,True,True
2145,9,la Nova Esquerra de l'Eixample,Eixample,429305.828309398,4581293.492211236,133.44688304609312,1228.0,429299.8,4581299.9,8.8,True,False
2146,9,la Nova Esquerra de l'Eixample,Eixample,429162.6782601244,4581153.087099915,67.06601803446371,1178.0,429168.4,4581082.2,71.1,True,True
2147,9,la Nova Esquerra de l'Eixample,Eixample,429018.1105564576,4581300.751027868,6.940383255548023,2076.0,428970.7,4581253.4,67.0,True,True
2148,9,la Nova Esquerra de l'Eixample,Eixample,428824.0482259516,4581112.647903998,72.97159940081409,1554.0,428873.1,4581160.7,68.7,True,False
2149,9,la Nova Esquerra de l'Eixample,Eixample,428970.0460633913,4580963.310363655,211.6688216157289,1864.0,429047.4,4580984.0,80.1,True,False
2150,10,Sant Antoni,Eixample,429075.7782659173,4580814.620187613,375.12282542568425,1508.0,429060.7,4580781.7,36.2,True,False
2151,10,Sant Antoni,Eixample,429202.2409626075,4580926.028796004,217.4808025782129,1489.0,429252.4,4580929.9,50.3,True,False
2152,10,Sant Antoni,Eixample,429266.7306394023,4581046.966113779,83.11251670703412,1270.0,429262.0,4581118.3,71.5,True,False
2153,10,Sant Antoni,Eixample,429365.89312188793,4580945.512670833,202.29219332792843,1352.0,429404.3,4580903.8,56.7,True,False
2154,10,Sant Antoni,Eixample,429333.647878396,4580787.841849892,345.1878679652003,1006.0,429344.2,4580829.3,42.8,True,False
2155,10,Sant Antoni,Eixample,429498.9722929147,4580814.662515454,382.70967505307306,1804.0,429536.0,4580830.2,40.2,True,False
2156,10,Sant Antoni,Eixample,429647.67024703824,4580848.428453127,462.009821119114,1283.0,429699.2,4580806.4,66.5,True,False
2157,10,Sant Antoni,Eixample,429554.4041793222,4580943.795380364,330.5561656888883,1194.0,429556.6,4580932.4,11.6,True,False
2158,10,Sant Antoni,Eixample,429509.1941323536,4581085.96898516,232.6428621193511,1584.0,429506.4,4581086.9,2.9,True,False
2159,10,Sant Antoni,Eixample,429409.8410298982,4581187.094690761,141.77475212064763,1961.0,429382.4,4581214.8,39.0,True,False
2160,10,Sant Antoni,Eixample,429600.88455310895,4581374.172309734,102.24347464851276,1968.0,429602.7,4581371.1,3.6,True,False
2161,10,Sant Antoni,Eixample,429652.79378506646,4581226.557373113,253.18291884077152,1158.0,429706.2,4581262.7,64.5,True,False
2162,10,Sant Antoni,Eixample,429748.02861771366,4581320.405897423,252.4391737422088,1402.0,429790.1,4581373.1,67.4,True,False
2163,10,Sant Antoni,Eixample,429791.9172635216,4581561.515546047,285.14822458458355,1806.0,429766.9,4581588.0,36.4,True,False
2164,10,Sant Antoni,Eixample,430007.3741285018,4581735.163499488,335.5038055764474,1445.0,430026.0,4581702.4,37.7,True,False
2165,10,Sant Antoni,Eixample,429891.0962305339,4581461.152974481,361.0480875790719,1694.0,429901.0,4581448.2,16.3,True,False
2166,10,Sant Antoni,Eixample,429921.5442018875,4581310.558836637,414.74080658458655,2145.0,429884.8,4581276.2,50.3,True,False
2167,10,Sant Antoni,Eixample,429697.6294638501,4581084.565907717,400.2260147947336,2111.0,429721.7,4581060.2,34.3,True,False
2168,10,Sant Antoni,Eixample,429860.1649444999,4581062.345059143,507.5914218370947,2256.0,429906.2,4581063.8,46.1,True,False
2169,10,Sant Antoni,Eixample,430073.69671396055,4580986.606409696,712.9507372056596,1548.0,430099.5,4581011.1,35.6,True,False
2170,10,Sant Antoni,Eixample,430255.023500056,4580806.437122312,967.9945052171564,1521.0,430263.3,4580795.8,13.5,True,False
2171,10,Sant Antoni,Eixample,430022.9925043362,4580765.4029919775,826.6592065140758,1618.0,430033.0,4580758.6,12.1,True,False
2172,10,Sant Antoni,Eixample,429977.9106467315,4580892.84683904,713.2359340094062,1508.0,429974.7,4580889.3,4.8,True,False
2173,10,Sant Antoni,Eixample,429794.5501395199,4580812.942981229,603.355441878603,1544.0,429762.2,4580828.9,36.1,True,False
3001,11,el Poble-sec,Sants-Montjuïc,429595.6010209086,4580652.111955467,571.4928170311246,1685.0,429615.5,4580651.4,19.9,True,False
3002,11,el Poble-sec,Sants-Montjuïc,429527.03689043625,4580494.247338886,680.8573676311331,1943.0,429552.5,4580480.2,29.1,True,False
3003,11,el Poble-sec,Sants-Montjuïc,429463.750734644,4580636.542252584,525.3566356616517,1662.0,429493.9,4580618.9,34.9,True,False
3004,11,el Poble-sec,Sants-Montjuïc,429343.171231404,4580618.49861966,514.249832109808,1563.0,429325.2,4580624.4,18.9,True,False
3005,11,el Poble-sec,Sants-Montjuïc,429432.89760131313,4580339.644733457,803.845412821419,1161.0,429418.0,4580332.5,16.5,True,False
3006,11,el Poble-sec,Sants-Montjuïc,429681.94603161706,4580352.037820212,874.4520990390727,1399.0,429702.6,4580354.1,20.8,True,False
3007,11,el Poble-sec,Sants-Montjuïc,429689.2486839736,4580481.458321769,765.6648116502257,1658.0,429688.5,4580495.5,14.1,True,False
3008,11,el Poble-sec,Sants-Montjuïc,429752.86332717614,4580571.652812713,730.4981734132111,1207.0,429756.7,4580537.2,34.7,True,False
3009,11,el Poble-sec,Sants-Montjuïc,429780.5304702358,4580675.639613524,674.8660587017907,1196.0,429748.3,4580667.1,33.3,True,False
3010,11,el Poble-sec,Sants-Montjuïc,429942.0600512266,4580646.090293205,818.9752915417271,1895.0,429913.7,4580648.0,28.4,True,False
3011,11,el Poble-sec,Sants-Montjuïc,429896.2159278863,4580508.526567628,874.0328939129134,1755.0,429882.7,4580520.5,18.1,True,False
3012,11,el Poble-sec,Sants-Montjuïc,430080.9713557355,4580620.008185011,948.5071946637768,2033.0,430065.6,4580618.5,15.4,True,False
3013,11,el Poble-sec,Sants-Montjuïc,430074.189280808,4580444.692461229,1047.8699842966353,1717.0,430087.8,4580485.0,42.5,True,False
3014,11,el Poble-sec,Sants-Montjuïc,430193.6516499164,4580476.428083739,1122.2748807110218,1779.0,430220.7,4580489.2,29.9,True,False
3015,11,el Poble-sec,Sants-Montjuïc,430274.9632923446,4580619.943842139,1113.7479296024558,2901.0,430231.0,4580637.9,47.5,True,False
3016,11,el Poble-sec,Sants-Montjuïc,430465.0256101394,4580646.253927586,1231.5610001634882,1254.0,430505.5,4580604.0,58.5,True,False
3017,11,el Poble-sec,Sants-Montjuïc,430335.1928461976,4580456.585669509,1250.72195436753,1629.0,430321.8,4580478.8,25.9,True,False
3018,11,el Poble-sec,Sants-Montjuïc,430491.1418410913,4580462.30375559,1376.624570431273,1635.0,430469.2,4580416.4,50.9,True,False
3019,11,el Poble-sec,Sants-Montjuïc,430664.712043256,4580604.887690558,1413.4991893768204,1511.0,430643.1,4580632.6,35.1,True,False
3020,11,el Poble-sec,Sants-Montjuïc,430947.3851670062,4580479.275137545,1716.639254704696,1213.0,430934.2,4580463.9,20.3,True,False
3021,11,el Poble-sec,Sants-Montjuïc,430752.781547804,4580479.784075516,1559.5475801393222,1074.0,430784.2,4580505.8,40.8,True,False
3022,11,el Poble-sec,Sants-Montjuïc,430571.0961600302,4580328.664857728,1518.5249852149827,1424.0,430535.6,4580343.2,38.4,True,False
3023,11,el Poble-sec,Sants-Montjuïc,430159.5297466415,4580318.2369843,1195.7480821317497,1875.0,430165.6,4580323.9,8.3,True,False
3024,11,el Poble-sec,Sants-Montjuïc,429477.80179561407,4579488.07721449,1652.6578896024791,1974.0,429508.1,4579456.3,43.9,True,False
3025,12,la Marina del Prat Vermell,Sants-Montjuïc,428198.5325126097,4576754.601239828,4454.353312961321,1517.0,428235.3,4576736.7,40.9,True,False
3026,13,la Marina de Port,Sants-Montjuïc,427618.04080449295,4578597.977863661,2853.645356304402,998.0,427661.4,4578630.9,54.4,True,False
3027,13,la Marina de Port,Sants-Montjuïc,427639.1294756933,4578951.608472852,2531.045163526303,1704.0,427605.4,4578903.8,58.5,True,False
3028,13,la Marina de Port,Sants-Montjuïc,427747.4745815108,4579289.310673957,2184.8529903241,2612.0,427715.4,4579261.3,42.6,True,False
3029,13,la Marina de Port,Sants-Montjuïc,427807.5191640643,4578932.487421693,2469.902041426806,1267.0,427811.2,4578936.5,5.4,True,False
3030,13,la Marina de Port,Sants-Montjuïc,427967.066519363,4578784.214298509,2542.476430788729,1566.0,427951.3,4578831.3,49.7,True,False
3031,13,la Marina de Port,Sants-Montjuïc,428236.6685977212,4578854.855859342,2390.200188092744,2360.0,428120.8,4578858.1,115.9,True,False
3032,13,la Marina de Port,Sants-Montjuïc,428401.79689293314,4578725.570992858,2477.645176964528,1700.0,428413.2,4578713.2,16.8,True,False
3033,13,la Marina de Port,Sants-Montjuïc,428186.9981979893,4579141.306400041,2131.517108091817,1477.0,428189.8,4579107.0,34.4,True,False
3034,13,la Marina de Port,Sants-Montjuïc,428121.8836641109,4578988.3546989495,2297.3744083966308,1496.0,428169.8,4578969.6,51.5,True,False
3035,13,la Marina de Port,Sants-Montjuïc,427995.56101694674,4579273.949848131,2080.736238807832,2225.0,428043.5,4579243.7,56.7,True,False
3036,13,la Marina de Port,Sants-Montjuïc,427919.72483843286,4579728.623785239,1721.9060761273818,2365.0,427935.5,4579727.7,15.8,True,False
3037,13,la Marina de Port,Sants-Montjuïc,428071.7011144501,4579325.286991703,2002.3881383882288,985.0,428094.1,4579352.6,35.3,True,False
3038,13,la Marina de Port,Sants-Montjuïc,428485.7147416107,4579260.433317124,1936.785396185756,937.0,428582.6,4579259.3,96.9,True,False
3039,13,la Marina de Port,Sants-Montjuïc,428145.8680072676,4579542.545384342,1773.8223583972767,2495.0,428157.4,4579534.9,13.8,True,False
3040,14,la Font de la Guatlla,Sants-Montjuïc,428163.8737807687,4579881.757648137,1463.0872663081277,1690.0,428101.0,4579913.1,70.3,True,False
3041,14,la Font de la Guatlla,Sants-Montjuïc,428267.0351947087,4580055.235087818,1261.3154273383857,1394.0,428312.7,4580076.5,50.4,True,False
3042,14,la Font de la Guatlla,Sants-Montjuïc,428557.4101754522,4580122.74231047,1083.341396198268,1348.0,428575.5,4580095.7,32.5,True,False
3043,14,la Font de la Guatlla,Sants-Montjuïc,428380.7223388067,4580174.469301301,1102.522742949259,1566.0,428390.7,4580164.9,13.8,True,False
3044,14,la Font de la Guatlla,Sants-Montjuïc,428534.5871220449,4580352.326702802,875.9099462315303,1886.0,428521.8,4580378.5,29.1,True,False
3045,14,la Font de la Guatlla,Sants-Montjuïc,428814.0164185185,4580356.49200659,802.5530290644141,1084.0,428796.9,4580353.7,17.3,True,False
3046,14,la Font de la Guatlla,Sants-Montjuïc,428685.8923254821,4580474.683587424,709.263055350276,1391.0,428703.7,4580472.7,17.9,True,False
3047,15,Hostafrancs,Sants-Montjuïc,428628.2374317984,4580834.044988955,410.4355432604797,1733.0,428610.2,4580837.7,18.4,True,False
3048,15,Hostafrancs,Sants-Montjuïc,428438.0868216803,4581113.229783734,446.6454622956505,1335.0,428436.4,4581106.9,6.6,True,False
3049,15,Hostafrancs,Sants-Montjuïc,428383.506422882,4580980.809408807,529.0482104701234,1656.0,428404.6,4580991.9,23.8,True,False
3050,15,Hostafrancs,Sants-Montjuïc,428271.94208389247,4580850.598560913,682.8773332908124,1605.0,428251.0,4580837.6,24.6,True,False
3051,15,Hostafrancs,Sants-Montjuïc,428236.7458857549,4580641.354694644,825.9441605519357,1890.0,428206.6,4580647.5,30.8,True,False
3052,15,Hostafrancs,Sants-Montjuïc,428361.3129097404,4580641.847687241,732.3057866431352,1342.0,428363.1,4580617.0,24.9,True,False
3053,15,Hostafrancs,Sants-Montjuïc,428588.8817525697,4580676.584370041,562.3608655794841,2147.0,428613.4,4580677.4,24.5,True,False
3054,15,Hostafrancs,Sants-Montjuïc,428534.8956821744,4580515.508912804,728.9087052102896,1634.0,428574.9,4580489.4,47.8,True,False
3055,15,Hostafrancs,Sants-Montjuïc,428377.2939001423,4580418.880604414,893.8131711894582,1565.0,428328.1,4580385.4,59.5,True,False
3056,15,Hostafrancs,Sants-Montjuïc,428321.268142634,4580305.132712943,1019.4717377076014,952.0,428278.4,4580294.9,44.1,True,False
3057,16,la Bordeta,Sants-Montjuïc,428176.49823759246,4580487.339412408,972.5858900248052,1477.0,428166.0,4580466.0,23.8,True,False
3058,16,la Bordeta,Sants-Montjuïc,428126.4015049253,4580243.705361401,1185.0787275281364,1747.0,428141.6,4580231.0,19.8,True,False
3059,16,la Bordeta,Sants-Montjuïc,428031.752101173,4580201.592459724,1278.7305140711942,1168.0,428047.9,4580212.4,19.4,True,False
3060,16,la Bordeta,Sants-Montjuïc,427950.10285075824,4580345.277298244,1235.766888114516,1344.0,427940.8,4580349.7,10.3,True,False
3061,16,la Bordeta,Sants-Montjuïc,427935.218299339,4580159.98044383,1374.7454089272271,1091.0,427943.8,4580204.9,45.7,True,False
3062,16,la Bordeta,Sants-Montjuïc,427785.35322937474,4580258.215924323,1417.8523430517323,1546.0,427795.3,4580243.8,17.5,True,False
3063,16,la Bordeta,Sants-Montjuïc,427774.5480868535,4580043.743466836,1570.1203654987985,1954.0,427766.1,4580171.0,127.5,True,False
3064,16,la Bordeta,Sants-Montjuïc,427629.0854636793,4579726.813735066,1901.1423219464164,1202.0,427634.2,4579726.8,5.1,True,False
3065,16,la Bordeta,Sants-Montjuïc,427634.9387089867,4579866.174847777,1794.644280080121,1339.0,427601.3,4579853.6,35.9,True,False
3066,16,la Bordeta,Sants-Montjuïc,427463.8169410724,4579945.5372916125,1865.1041044202289,2324.0,427506.1,4579970.3,49.0,True,False
3067,16,la Bordeta,Sants-Montjuïc,427573.2198867192,4580024.156927206,1730.8846008674798,1729.0,427528.5,4580008.3,47.4,True,False
3068,16,la Bordeta,Sants-Montjuïc,427530.7911382241,4580188.098383879,1662.7114301908966,1144.0,427546.1,4580187.8,15.3,True,False
3069,16,la Bordeta,Sants-Montjuïc,427393.6177929072,4580186.566325009,1776.8730106445291,1162.0,427436.1,4580192.4,42.9,True,False
3070,17,Sants - Badal,Sants-Montjuïc,427290.50916788535,4580318.637887342,1798.97851383762,1319.0,427321.8,4580303.5,34.8,True,False
3071,17,Sants - Badal,Sants-Montjuïc,427252.66590504016,4580386.423215917,1802.587040970824,1343.0,427278.2,4580373.3,28.7,True,False
3072,17,Sants - Badal,Sants-Montjuïc,427198.9391196608,4580437.486813124,1830.67162017262,1335.0,427228.5,4580418.7,35.0,True,False
3073,17,Sants - Badal,Sants-Montjuïc,427268.0681949879,4580695.297544488,1679.0712473310764,1580.0,427267.6,4580687.9,7.4,True,False
3074,17,Sants - Badal,Sants-Montjuïc,427166.1453486685,4580668.715532765,1784.3774803542988,1750.0,427211.9,4580704.5,58.1,True,False
3075,17,Sants - Badal,Sants-Montjuïc,427072.61237057735,4580485.108596353,1930.425270362812,1738.0,427083.8,4580489.6,12.1,True,False
3076,17,Sants - Badal,Sants-Montjuïc,426952.5711581649,4580542.130821965,2025.399446869132,1042.0,426941.5,4580567.4,27.6,True,False
3077,17,Sants - Badal,Sants-Montjuïc,426900.63755477365,4580625.364550788,2051.861449053476,1329.0,426902.5,4580631.4,6.3,True,False
3078,17,Sants - Badal,Sants-Montjuïc,427029.5895011784,4580691.380936102,1910.4641955422685,1700.0,426987.3,4580664.1,50.3,True,False
3079,17,Sants - Badal,Sants-Montjuïc,426845.7984290479,4580752.173812377,2076.536540142602,1800.0,426864.8,4580753.4,19.0,True,False
3080,17,Sants - Badal,Sants-Montjuïc,426712.6398071328,4580743.479826987,2208.9111101943936,1515.0,426686.8,4580735.6,27.0,True,False
3081,17,Sants - Badal,Sants-Montjuïc,426822.37119933614,4580885.4044367885,2078.0058260501696,1873.0,426848.0,4580885.8,25.6,True,False
3082,17,Sants - Badal,Sants-Montjuïc,426974.1626537862,4580992.078701161,1915.542645173542,1857.0,426960.2,4580991.0,14.0,True,False
3083,17,Sants - Badal,Sants-Montjuïc,427119.2146876867,4580872.505466436,1786.1135651127042,1357.0,427128.0,4580881.1,12.3,True,False
3084,17,Sants - Badal,Sants-Montjuïc,427160.62403949216,4580967.74490238,1732.3165144857803,1365.0,427205.9,4580958.3,46.3,True,False
3085,17,Sants - Badal,Sants-Montjuïc,427131.85173467145,4581117.062912318,1751.2532931708893,1305.0,427181.5,4581121.1,49.8,True,False
3086,18,Sants,Sants-Montjuïc,427263.6017359577,4581227.638428655,1620.647627863444,1215.0,427212.3,4581262.8,62.2,True,False
3087,18,Sants,Sants-Montjuïc,427401.9239744807,4581302.33738327,1479.7914006548465,1480.0,427421.9,4581241.3,64.2,True,False
3088,18,Sants,Sants-Montjuïc,427532.6630350606,4581326.336899182,1346.8735749158438,1382.0,427524.5,4581290.9,36.4,True,False
3089,18,Sants,Sants-Montjuïc,427597.4430959404,4581138.547754126,1285.3466126303215,1212.0,427581.7,4581142.9,16.3,True,False
3090,18,Sants,Sants-Montjuïc,427669.9431403295,4580918.426301377,1235.7978399282642,958.0,427651.8,4580893.7,30.7,True,False
3091,18,Sants,Sants-Montjuïc,427530.8073035985,4580896.886450302,1376.4903120488912,1471.0,427542.8,4580881.5,19.5,True,False
3092,18,Sants,Sants-Montjuïc,427459.7631249692,4581120.245248015,1423.3584380828795,1217.0,427462.7,4581123.2,4.2,True,False
3093,18,Sants,Sants-Montjuïc,427301.7549762916,4581079.958127547,1582.7475484783697,1471.0,427336.3,4581074.5,35.0,True,False
3094,18,Sants,Sants-Montjuïc,427355.2466827732,4580897.725211546,1549.1225309949043,1186.0,427376.5,4580889.9,22.6,True,False
3095,18,Sants,Sants-Montjuïc,427377.94334239024,4580708.561885937,1569.871012195303,1609.0,427388.0,4580718.0,13.8,True,False
3096,18,Sants,Sants-Montjuïc,427532.125520503,4580716.016643115,1420.4386922463088,1518.0,427532.5,4580675.9,40.1,True,False
3097,18,Sants,Sants-Montjuïc,427435.6771865795,4580532.692845374,1575.5723245698578,1635.0,427430.2,4580535.5,6.2,True,False
3098,18,Sants,Sants-Montjuïc,427538.4889303904,4580404.15075707,1540.2125639902208,1435.0,427545.2,4580428.8,25.5,True,False
3099,18,Sants,Sants-Montjuïc,427741.9319637403,4580435.755771705,1349.1416816856104,973.0,427706.3,4580456.7,41.3,True,False
3100,18,Sants,Sants-Montjuïc,427656.8469447415,4580618.488362906,1338.5333143021808,1281.0,427653.6,4580567.6,51.0,True,False
3101,18,Sants,Sants-Montjuïc,427839.3636443475,4580613.82859161,1175.8186627728892,4382.0,427851.1,4580622.2,14.4,True,False
3102,18,Sants,Sants-Montjuïc,427931.79597844806,4580565.637452308,1119.2903395223268,1340.0,427928.8,4580583.1,17.7,True,False
3103,18,Sants,Sants-Montjuïc,428080.0372067164,4580601.289052378,975.724271189525,1125.0,428102.7,4580608.4,23.8,True,False
3104,18,Sants,Sants-Montjuïc,428030.91373749735,4580711.512201535,960.8067342476768,1401.0,428027.6,4580712.5,3.5,True,False
3105,18,Sants,Sants-Montjuïc,427871.3772499836,4580879.010305579,1048.5671796872075,1180.0,427869.2,4580899.7,20.8,True,False
3106,18,Sants,Sants-Montjuïc,428102.2658710089,4581086.02908138,783.5436809382983,1291.0,428095.6,4581074.7,13.1,True,False
3107,18,Sants,Sants-Montjuïc,427992.6525726493,4581316.525105307,899.6761748189024,1595.0,427997.3,4581335.3,19.3,True,False
3108,18,Sants,Sants-Montjuïc,427779.5834567552,4581028.869654291,1110.3998794625206,1597.0,427758.6,4581035.0,21.9,True,False
3109,18,Sants,Sants-Montjuïc,427737.0279390456,4581223.854180726,1147.6434564543345,1503.0,427784.4,4581189.3,58.6,True,False
3110,18,Sants,Sants-Montjuïc,427685.95344997913,4581399.608370498,1184.207281674475,1429.0,427685.8,4581369.3,30.3,True,False
3111,18,Sants,Sants-Montjuïc,427936.8936382209,4581457.851761162,928.083533744617,1272.0,427960.9,4581439.1,30.5,True,False
3112,18,Sants,Sants-Montjuïc,427930.2354545802,4581548.278910092,929.512341880052,1839.0,427893.8,4581576.2,45.9,True,False
3113,18,Sants,Sants-Montjuïc,428176.28596252186,4581572.467039012,683.6093275540061,1562.0,428119.5,4581532.5,69.4,True,False
3114,18,Sants,Sants-Montjuïc,428245.0711682055,4581739.300411928,641.2236049886915,1470.0,428291.5,4581748.9,47.4,True,False
3211,13,la Marina de Port,Sants-Montjuïc,428078.16235602775,4579092.516993577,2214.863499664134,1519.0,428095.9,4579150.0,60.2,True,False
3212,13,la Marina de Port,Sants-Montjuïc,427899.6784755358,4579412.319739169,2001.7624147710387,2383.0,427866.9,4579332.7,86.1,True,False
3213,13,la Marina de Port,Sants-Montjuïc,427958.0728964864,4579557.76269774,1846.5026004805893,2339.0,427998.8,4579572.1,43.2,True,False
4001,19,les Corts,Les Corts,428134.4324681704,4581840.549572278,778.8876667130829,1264.0,428138.6,4581893.9,53.5,True,False
4002,19,les Corts,Les Corts,427895.3651690639,4581799.684696226,994.5155333987988,1905.0,427907.3,4581792.4,14.0,True,False
4003,19,les Corts,Les Corts,428030.277641964,4581743.661415662,850.269279286134,1049.0,428069.6,4581695.1,62.5,True,False
4004,19,les Corts,Les Corts,427924.9006864975,4581666.35272854,941.2328874179852,974.0,427947.2,4581616.0,55.1,True,False
4005,19,les Corts,Les Corts,427780.54245249263,4581585.891030034,1079.5661787044182,1205.0,427771.4,4581550.8,36.3,True,False
4006,19,les Corts,Les Corts,427616.203783089,4581509.13270762,1244.4118809958184,1125.0,427648.3,4581469.6,50.9,True,False
4007,19,les Corts,Les Corts,427667.8012543418,4581626.773062699,1193.9744161688488,1028.0,427641.1,4581649.2,34.9,True,False
4008,19,les Corts,Les Corts,427642.4497873731,4581693.070125476,1224.8890181187785,993.0,427617.0,4581710.0,30.6,True,False
4009,19,les Corts,Les Corts,427594.1320832006,4581754.499216738,1280.960735384548,1468.0,427594.1,4581742.0,12.5,True,False
4010,19,les Corts,Les Corts,427531.8683544209,4581854.053736354,1360.7551713000294,889.0,427535.7,4581858.9,6.2,True,False
4011,19,les Corts,Les Corts,427707.23337923625,4581929.317145947,1211.2536227322726,1701.0,427775.3,4581964.7,76.7,True,False
4012,19,les Corts,Les Corts,427835.839825428,4581986.803511193,1110.586316387557,1345.0,427884.1,4582016.0,56.4,True,False
4013,19,les Corts,Les Corts,427889.32332560944,4582117.500047336,1120.839198729681,1209.0,427935.6,4582072.3,64.7,True,False
4014,19,les Corts,Les Corts,428037.0941767261,4582151.045776864,1014.9309866265728,781.0,428023.9,4582156.3,14.2,True,False
4015,19,les Corts,Les Corts,428010.1288496719,4581978.590693032,948.6203176460996,1872.0,428015.9,4581968.0,12.1,True,False
4016,19,les Corts,Les Corts,428187.1662350216,4581970.810229276,789.8739980035022,1056.0,428217.1,4582013.4,52.1,True,False
4017,19,les Corts,Les Corts,428209.31107853394,4582143.409099652,876.0054186708975,1190.0,428228.3,4582138.2,19.7,True,False
4018,19,les Corts,Les Corts,428321.8279297593,4582323.177173653,936.4751694362536,1469.0,428355.3,4582323.7,33.5,True,False
4019,19,les Corts,Les Corts,428290.252752276,4582569.25626133,1161.805115184547,1366.0,428315.2,4582564.9,25.3,True,False
4020,19,les Corts,Les Corts,428184.0960447579,4582360.924640783,1050.438928277568,1476.0,428157.5,4582415.9,61.1,True,False
4021,19,les Corts,Les Corts,428037.1206866204,4582448.857928898,1213.5939713911052,1311.0,428030.5,4582449.6,6.7,True,False
4022,19,les Corts,Les Corts,427748.4000738736,4582304.741635951,1339.6842444073616,1652.0,427791.3,4582275.8,51.7,True,False
4023,19,les Corts,Les Corts,427563.2582308256,4582506.866109235,1607.4291720203778,1064.0,427539.9,4582506.0,23.4,True,False
4024,19,les Corts,Les Corts,427233.8893359314,4582478.130710324,1868.835680516266,1020.0,427235.0,4582445.3,32.8,True,False
4025,19,les Corts,Les Corts,427552.2548627823,4582127.602553562,1426.7112666414976,1149.0,427555.3,4582150.2,22.8,True,False
4026,19,les Corts,Les Corts,427502.9918696073,4581969.6044018455,1418.1936933254854,1215.0,427532.5,4581963.4,30.2,True,False
4027,19,les Corts,Les Corts,427396.87805146986,4582185.449035865,1592.2791482698594,1331.0,427395.8,4582155.7,29.8,True,False
4028,19,les Corts,Les Corts,427247.485834488,4582105.1039383495,1702.9812529354174,1298.0,427219.5,4582087.1,33.3,True,False
4029,19,les Corts,Les Corts,427118.4339918185,4581980.84525566,1792.2175509422027,1120.0,427118.3,4581993.6,12.8,True,False
4030,19,les Corts,Les Corts,427228.8193107664,4581766.2292025145,1644.3109866416828,1777.0,427194.0,4581770.8,35.1,True,False
4031,19,les Corts,Les Corts,427367.3399765693,4581706.566073271,1499.888518222068,1888.0,427354.1,4581700.2,14.7,True,False
4032,19,les Corts,Les Corts,427464.1338268265,4581527.585062607,1395.878099509029,1541.0,427508.6,4581555.8,52.7,True,False
4033,19,les Corts,Les Corts,427383.8497153571,4581504.579695379,1476.77687332987,1117.0,427345.5,4581516.7,40.2,True,False
4034,19,les Corts,Les Corts,427207.28483036696,4581505.795856668,1653.2061389062671,1476.0,427208.8,4581481.9,23.9,True,False
4035,19,les Corts,Les Corts,427295.5224875376,4581411.957268334,1570.860007464316,1336.0,427330.6,4581454.0,54.8,True,False
4036,20,la Maternitat i Sant Ramon,Les Corts,427021.814314812,4581427.077523639,1842.4534233618112,1706.0,426979.4,4581466.1,57.6,True,False
4037,20,la Maternitat i Sant Ramon,Les Corts,427053.3466933845,4581262.319745144,1830.1752234372773,2162.0,427042.7,4581246.0,19.5,True,False
4038,20,la Maternitat i Sant Ramon,Les Corts,426904.723122195,4581132.015326642,1978.0933616818727,1214.0,426935.3,4581063.1,75.4,True,False
4039,20,la Maternitat i Sant Ramon,Les Corts,426785.7681897608,4581226.217850308,2098.0735189172065,1134.0,426780.3,4581215.7,11.9,True,False
4040,20,la Maternitat i Sant Ramon,Les Corts,426780.137742827,4581025.96944902,2106.55546142626,1589.0,426755.2,4581058.8,41.2,True,False
4041,20,la Maternitat i Sant Ramon,Les Corts,426631.9102547992,4581044.372664531,2253.531076908398,1279.0,426621.4,4581066.4,24.4,True,False
4042,20,la Maternitat i Sant Ramon,Les Corts,426629.61860281794,4580904.569603767,2267.048504456888,1772.0,426666.4,4580851.8,64.3,True,False
4043,20,la Maternitat i Sant Ramon,Les Corts,426199.962209586,4581235.896113248,2679.0113187429324,1605.0,426226.0,4581184.5,57.6,True,False
4044,20,la Maternitat i Sant Ramon,Les Corts,426232.60669127625,4581008.156728249,2654.189654767669,1598.0,426250.0,4580998.1,20.1,True,False
4045,20,la Maternitat i Sant Ramon,Les Corts,426018.9698114119,4580987.742347062,2868.644818234949,1386.0,426007.3,4580990.7,12.0,True,False
4046,20,la Maternitat i Sant Ramon,Les Corts,425895.3759443227,4581093.601214911,2987.9476521352767,2392.0,425932.4,4581189.3,102.6,True,False
