seccio,codi_districte,codi_barri,nom_barri,nom_districte,x,y,d_axis_m,pop
3035,3,13,la Marina de Port,Sants-Montjuïc,427995.56101694674,4579273.949848131,2080.736238807832,2225
3036,3,13,la Marina de Port,Sants-Montjuïc,427919.72483843286,4579728.623785239,1721.9060761273818,2365
3037,3,13,la Marina de Port,Sants-Montjuïc,428071.7011144501,4579325.286991703,2002.3881383882294,985
3038,3,13,la Marina de Port,Sants-Montjuïc,428485.7147416107,4579260.433317124,1936.7853961857556,937
3039,3,13,la Marina de Port,Sants-Montjuïc,428145.8680072676,4579542.545384342,1773.8223583972767,2495
3040,3,14,la Font de la Guatlla,Sants-Montjuïc,428163.8737807687,4579881.757648137,1463.0872663081275,1690
3041,3,14,la Font de la Guatlla,Sants-Montjuïc,428267.0351947087,4580055.235087818,1261.3154273383857,1394
3042,3,14,la Font de la Guatlla,Sants-Montjuïc,428557.41017545224,4580122.74231047,1083.341396198268,1348
3043,3,14,la Font de la Guatlla,Sants-Montjuïc,428380.7223388067,4580174.469301301,1102.522742949259,1566
3044,3,14,la Font de la Guatlla,Sants-Montjuïc,428534.58712204493,4580352.326702802,875.9099462315303,1886
3045,3,14,la Font de la Guatlla,Sants-Montjuïc,428814.0164185185,4580356.49200659,802.5530290644141,1084
3046,3,14,la Font de la Guatlla,Sants-Montjuïc,428685.89232548204,4580474.6835874235,709.263055350276,1391
3047,3,15,Hostafrancs,Sants-Montjuïc,428628.2374317984,4580834.044988955,410.4355432604797,1733
3048,3,15,Hostafrancs,Sants-Montjuïc,428438.0868216803,4581113.229783734,446.6454622956505,1335
3049,3,15,Hostafrancs,Sants-Montjuïc,428383.50642288197,4580980.809408807,529.0482104701234,1656
3050,3,15,Hostafrancs,Sants-Montjuïc,428271.94208389247,4580850.598560913,682.8773332908124,1605
3051,3,15,Hostafrancs,Sants-Montjuïc,428236.7458857549,4580641.354694644,825.9441605519357,1890
3052,3,15,Hostafrancs,Sants-Montjuïc,428361.31290974043,4580641.847687241,732.3057866431352,1342
3053,3,15,Hostafrancs,Sants-Montjuïc,428588.8817525697,4580676.584370041,562.3608655794841,2147
3054,3,15,Hostafrancs,Sants-Montjuïc,428534.8956821744,4580515.508912804,728.9087052102896,1634
3055,3,15,Hostafrancs,Sants-Montjuïc,428377.29390014225,4580418.880604414,893.8131711894582,1565
3056,3,15,Hostafrancs,Sants-Montjuïc,428321.268142634,4580305.132712943,1019.4717377076014,952
3057,3,16,la Bordeta,Sants-Montjuïc,428176.49823759246,4580487.339412408,972.5858900248053,1477
3058,3,16,la Bordeta,Sants-Montjuïc,428126.4015049253,4580243.705361401,1185.0787275281364,1747
3059,3,16,la Bordeta,Sants-Montjuïc,428031.75210117304,4580201.592459724,1278.7305140711942,1168
3060,3,16,la Bordeta,Sants-Montjuïc,427950.10285075824,4580345.277298244,1235.766888114516,1344
3061,3,16,la Bordeta,Sants-Montjuïc,427935.218299339,4580159.98044383,1374.7454089272273,1091
3062,3,16,la Bordeta,Sants-Montjuïc,427785.35322937474,4580258.215924323,1417.8523430517323,1546
3063,3,16,la Bordeta,Sants-Montjuïc,427774.54808685347,4580043.7434668355,1570.1203654987983,1954
3064,3,16,la Bordeta,Sants-Montjuïc,427629.0854636793,4579726.813735066,1901.1423219464164,1202
3065,3,16,la Bordeta,Sants-Montjuïc,427634.9387089867,4579866.174847777,1794.644280080121,1339
3066,3,16,la Bordeta,Sants-Montjuïc,427463.81694107235,4579945.5372916125,1865.1041044202289,2324
3067,3,16,la Bordeta,Sants-Montjuïc,427573.2198867192,4580024.156927206,1730.8846008674798,1729
3068,3,16,la Bordeta,Sants-Montjuïc,427530.7911382241,4580188.098383879,1662.7114301908966,1144
3069,3,16,la Bordeta,Sants-Montjuïc,427393.61779290723,4580186.566325009,1776.8730106445291,1162
3070,3,17,Sants - Badal,Sants-Montjuïc,427290.50916788535,4580318.637887342,1798.97851383762,1319
3071,3,17,Sants - Badal,Sants-Montjuïc,427252.66590504016,4580386.423215917,1802.5870409708239,1343
3072,3,17,Sants - Badal,Sants-Montjuïc,427198.9391196608,4580437.486813124,1830.6716201726194,1335
3073,3,17,Sants - Badal,Sants-Montjuïc,427268.0681949879,4580695.297544488,1679.0712473310764,1580
3074,3,17,Sants - Badal,Sants-Montjuïc,427166.1453486685,4580668.715532765,1784.3774803542988,1750
3075,3,17,Sants - Badal,Sants-Montjuïc,427072.61237057735,4580485.108596353,1930.4252703628122,1738
3076,3,17,Sants - Badal,Sants-Montjuïc,426952.5711581649,4580542.130821965,2025.3994468691315,1042
3077,3,17,Sants - Badal,Sants-Montjuïc,426900.63755477365,4580625.364550788,2051.861449053476,1329
3078,3,17,Sants - Badal,Sants-Montjuïc,427029.5895011784,4580691.380936102,1910.4641955422685,1700
3079,3,17,Sants - Badal,Sants-Montjuïc,426845.7984290479,4580752.173812377,2076.536540142602,1800
3080,3,17,Sants - Badal,Sants-Montjuïc,426712.6398071328,4580743.479826987,2208.9111101943936,1515
3081,3,17,Sants - Badal,Sants-Montjuïc,426822.37119933614,4580885.4044367885,2078.0058260501696,1873
3082,3,17,Sants - Badal,Sants-Montjuïc,426974.1626537862,4580992.078701161,1915.542645173542,1857
3083,3,17,Sants - Badal,Sants-Montjuïc,427119.2146876867,4580872.505466436,1786.1135651127042,1357
3084,3,17,Sants - Badal,Sants-Montjuïc,427160.62403949216,4580967.74490238,1732.3165144857805,1365
3085,3,17,Sants - Badal,Sants-Montjuïc,427131.85173467145,4581117.062912318,1751.2532931708893,1305
3086,3,18,Sants,Sants-Montjuïc,427263.6017359577,4581227.6384286545,1620.6476278634439,1215
3087,3,18,Sants,Sants-Montjuïc,427401.92397448065,4581302.33738327,1479.7914006548465,1480
3088,3,18,Sants,Sants-Montjuïc,427532.6630350606,4581326.336899182,1346.8735749158438,1382
3089,3,18,Sants,Sants-Montjuïc,427597.4430959404,4581138.547754126,1285.3466126303217,1212
3090,3,18,Sants,Sants-Montjuïc,427669.9431403295,4580918.426301377,1235.7978399282642,958
3091,3,18,Sants,Sants-Montjuïc,427530.8073035985,4580896.886450302,1376.4903120488912,1471
3092,3,18,Sants,Sants-Montjuïc,427459.76312496915,4581120.245248015,1423.3584380828795,1217
3093,3,18,Sants,Sants-Montjuïc,427301.75497629156,4581079.958127547,1582.7475484783697,1471
3094,3,18,Sants,Sants-Montjuïc,427355.2466827732,4580897.725211546,1549.1225309949043,1186
3095,3,18,Sants,Sants-Montjuïc,427377.94334239024,4580708.561885937,1569.871012195303,1609
3096,3,18,Sants,Sants-Montjuïc,427532.125520503,4580716.016643115,1420.4386922463088,1518
3097,3,18,Sants,Sants-Montjuïc,427435.6771865795,4580532.692845374,1575.5723245698578,1635
3098,3,18,Sants,Sants-Montjuïc,427538.4889303904,4580404.15075707,1540.2125639902208,1435
3099,3,18,Sants,Sants-Montjuïc,427741.9319637403,4580435.755771705,1349.1416816856104,973
3100,3,18,Sants,Sants-Montjuïc,427656.8469447415,4580618.488362906,1338.5333143021808,1281
3101,3,18,Sants,Sants-Montjuïc,427839.3636443475,4580613.82859161,1175.8186627728892,4382
3102,3,18,Sants,Sants-Montjuïc,427931.79597844806,4580565.637452308,1119.2903395223268,1340
3103,3,18,Sants,Sants-Montjuïc,428080.03720671637,4580601.289052378,975.724271189525,1125
3104,3,18,Sants,Sants-Montjuïc,428030.91373749735,4580711.512201535,960.8067342476769,1401
3105,3,18,Sants,Sants-Montjuïc,427871.3772499836,4580879.010305579,1048.5671796872077,1180
3106,3,18,Sants,Sants-Montjuïc,428102.2658710089,4581086.02908138,783.5436809382983,1291
3107,3,18,Sants,Sants-Montjuïc,427992.6525726493,4581316.525105307,899.6761748189024,1595
3108,3,18,Sants,Sants-Montjuïc,427779.5834567552,4581028.869654291,1110.3998794625206,1597
3109,3,18,Sants,Sants-Montjuïc,427737.02793904557,4581223.854180726,1147.6434564543345,1503
3110,3,18,Sants,Sants-Montjuïc,427685.95344997913,4581399.608370498,1184.207281674475,1429
3111,3,18,Sants,Sants-Montjuïc,427936.89363822085,4581457.851761162,928.083533744617,1272
3112,3,18,Sants,Sants-Montjuïc,427930.2354545802,4581548.278910092,929.5123418800521,1839
3113,3,18,Sants,Sants-Montjuïc,428176.28596252186,4581572.467039012,683.6093275540061,1562
3114,3,18,Sants,Sants-Montjuïc,428245.07116820547,4581739.300411928,641.2236049886915,1470
3211,3,13,la Marina de Port,Sants-Montjuïc,428078.16235602775,4579092.516993577,2214.863499664134,1519
3212,3,13,la Marina de Port,Sants-Montjuïc,427899.6784755358,4579412.319739169,2001.7624147710387,2383
3213,3,13,la Marina de Port,Sants-Montjuïc,427958.0728964864,4579557.76269774,1846.5026004805895,2339
4001,4,19,les Corts,Les Corts,428134.4324681704,4581840.549572278,778.8876667130829,1264
4002,4,19,les Corts,Les Corts,427895.36516906385,4581799.684696226,994.5155333987988,1905
4003,4,19,les Corts,Les Corts,428030.277641964,4581743.661415662,850.269279286134,1049
4004,4,19,les Corts,Les Corts,427924.9006864975,4581666.35272854,941.2328874179851,974
4005,4,19,les Corts,Les Corts,427780.54245249263,4581585.891030034,1079.5661787044182,1205
4006,4,19,les Corts,Les Corts,427616.203783089,4581509.13270762,1244.4118809958184,1125
4007,4,19,les Corts,Les Corts,427667.8012543418,4581626.773062699,1193.9744161688488,1028
4008,4,19,les Corts,Les Corts,427642.4497873731,4581693.0701254755,1224.8890181187785,993
4009,4,19,les Corts,Les Corts,427594.1320832006,4581754.499216738,1280.960735384548,1468
4010,4,19,les Corts,Les Corts,427531.86835442093,4581854.053736354,1360.7551713000294,889
4011,4,19,les Corts,Les Corts,427707.23337923625,4581929.317145947,1211.2536227322726,1701
4012,4,19,les Corts,Les Corts,427835.83982542803,4581986.803511193,1110.586316387557,1345
4013,4,19,les Corts,Les Corts,427889.32332560944,4582117.500047336,1120.8391987296807,1209
4014,4,19,les Corts,Les Corts,428037.0941767261,4582151.045776864,1014.9309866265728,781
4015,4,19,les Corts,Les Corts,428010.12884967186,4581978.590693032,948.6203176460996,1872
4016,4,19,les Corts,Les Corts,428187.1662350216,4581970.810229276,789.8739980035022,1056
4017,4,19,les Corts,Les Corts,428209.31107853394,4582143.4090996515,876.0054186708975,1190
4018,4,19,les Corts,Les Corts,428321.8279297593,4582323.177173653,936.4751694362535,1469
4019,4,19,les Corts,Les Corts,428290.25275227596,4582569.25626133,1161.805115184547,1366
4020,4,19,les Corts,Les Corts,428184.0960447579,4582360.924640783,1050.438928277568,1476
4021,4,19,les Corts,Les Corts,428037.12068662036,4582448.857928898,1213.5939713911052,1311
4022,4,19,les Corts,Les Corts,427748.40007387364,4582304.741635951,1339.6842444073616,1652
4023,4,19,les Corts,Les Corts,427563.25823082554,4582506.866109235,1607.4291720203778,1064
4024,4,19,les Corts,Les Corts,427233.8893359314,4582478.130710324,1868.835680516266,1020
4025,4,19,les Corts,Les Corts,427552.2548627823,4582127.602553562,1426.7112666414976,1149
4026,4,19,les Corts,Les Corts,427502.9918696073,4581969.6044018455,1418.1936933254854,1215
4027,4,19,les Corts,Les Corts,427396.87805146986,4582185.449035865,1592.2791482698594,1331
4028,4,19,les Corts,Les Corts,427247.48583448795,4582105.1039383495,1702.9812529354174,1298
4029,4,19,les Corts,Les Corts,427118.4339918185,4581980.84525566,1792.2175509422027,1120
4030,4,19,les Corts,Les Corts,427228.8193107664,4581766.2292025145,1644.3109866416828,1777
4031,4,19,les Corts,Les Corts,427367.3399765693,4581706.566073271,1499.888518222068,1888
4032,4,19,les Corts,Les Corts,427464.1338268265,4581527.585062607,1395.878099509029,1541
4033,4,19,les Corts,Les Corts,427383.8497153571,4581504.579695379,1476.77687332987,1117
4034,4,19,les Corts,Les Corts,427207.28483036696,4581505.795856668,1653.2061389062671,1476
4035,4,19,les Corts,Les Corts,427295.52248753764,4581411.957268334,1570.8600074643161,1336
4036,4,20,la Maternitat i Sant Ramon,Les Corts,427021.814314812,4581427.0775236385,1842.4534233618112,1706
4037,4,20,la Maternitat i Sant Ramon,Les Corts,427053.3466933845,4581262.319745144,1830.1752234372773,2162
4038,4,20,la Maternitat i Sant Ramon,Les Corts,426904.723122195,4581132.015326642,1978.0933616818734,1214
4039,4,20,la Maternitat i Sant Ramon,Les Corts,426785.76818976074,4581226.217850308,2098.0735189172065,1134
4040,4,20,la Maternitat i Sant Ramon,Les Corts,426780.137742827,4581025.96944902,2106.5554614262596,1589
4041,4,20,la Maternitat i Sant Ramon,Les Corts,426631.91025479924,4581044.372664531,2253.531076908398,1279
4042,4,20,la Maternitat i Sant Ramon,Les Corts,426629.61860281794,4580904.569603767,2267.0485044568877,1772
4043,4,20,la Maternitat i Sant Ramon,Les Corts,426199.962209586,4581235.896113248,2679.0113187429324,1605
4044,4,20,la Maternitat i Sant Ramon,Les Corts,426232.60669127625,4581008.156728249,2654.189654767669,1598
4045,4,20,la Maternitat i Sant Ramon,Les Corts,426018.96981141187,4580987.742347062,2868.644818234949,1386
4046,4,20,la Maternitat i Sant Ramon,Les Corts,425895.3759443227,4581093.601214911,2987.9476521352767,2392
4047,4,20,la Maternitat i Sant Ramon,Les Corts,425541.1426266915,4581352.802372322,3324.8188425530207,1863
4048,4,20,la Maternitat i Sant Ramon,Les Corts,426977.624610135,4581615.938011213,1883.0218260464642,1469
4049,4,20,la Maternitat i Sant Ramon,Les Corts,426491.2995150654,4581689.143762341,2372.1180732876933,1146
4050,4,21,Pedralbes,Les Corts,426998.2627764213,4582433.51564169,2057.6687472672406,2024
4051,4,21,Pedralbes,Les Corts,426845.00838784553,4582481.28930427,2216.778897086845,1622
4052,4,21,Pedralbes,Les Corts,426658.3934797569,4582313.617626812,2327.853128375258,2172
4053,4,21,Pedralbes,Les Corts,425903.95490446885,4582175.527314367,3019.8651354453455,1695
4054,4,21,Pedralbes,Les Corts,425257.7617578574,4581811.280904584,3610.9427689336126,1010
4055,4,21,Pedralbes,Les Corts,426135.90720723127,4582659.696635726,2938.7015811607216,1477
4056,4,21,Pedralbes,Les Corts,425238.6797639237,4582828.737747649,3838.0001110963453,1730
4084,4,20,la Maternitat i Sant Ramon,Les Corts,427017.8330013584,4581702.036769876,1847.6121140064377,1369
5001,5,22,"Vallvidrera, el Tibidabo i les Planes",Sarrià-Sant Gervasi,423189.36502103775,4585837.518850156,7104.8743024722235,1818
5002,5,22,"Vallvidrera, el Tibidabo i les Planes",Sarrià-Sant Gervasi,425889.7438415861,4585714.929043835,5110.044196977923,1618
5003,5,22,"Vallvidrera, el Tibidabo i les Planes",Sarrià-Sant Gervasi,424947.3592284764,4584670.937948948,5000.570553453482,1369
5004,5,23,Sarrià,Sarrià-Sant Gervasi,426119.0695808043,4584599.488138971,4095.16670817411,1101
5005,5,23,Sarrià,Sarrià-Sant Gervasi,425614.7005445084,4583967.451995621,4042.571478178437,1223
5006,5,23,Sarrià,Sarrià-Sant Gervasi,426252.31572623586,4583107.898462027,3033.9892472257147,1827
5007,5,23,Sarrià,Sarrià-Sant Gervasi,426241.8480398426,4583734.146997332,3405.142202080938,1887
5008,5,23,Sarrià,Sarrià-Sant Gervasi,426588.3825290141,4583883.030783889,3251.3527539550064,1675
5009,5,23,Sarrià,Sarrià-Sant Gervasi,426406.0531327932,4583478.496961551,3116.759834425229,1669
5010,5,23,Sarrià,Sarrià-Sant Gervasi,426528.01951867284,4583325.542768844,2926.77387470991,1505
5011,5,23,Sarrià,Sarrià-Sant Gervasi,426756.3353760906,4583337.361236285,2755.968392346232,1394
5012,5,23,Sarrià,Sarrià-Sant Gervasi,426872.92218377854,4583215.538620656,2588.332486602073,1337
5013,5,23,Sarrià,Sarrià-Sant Gervasi,426598.78833482723,4583166.043887341,2775.2724040208163,1642
5014,5,23,Sarrià,Sarrià-Sant Gervasi,426611.12666561676,4582904.095440318,2621.435130382159,1568
5015,5,23,Sarrià,Sarrià-Sant Gervasi,426773.6330446117,4583011.951126127,2543.583838481921,1523
5016,5,23,Sarrià,Sarrià-Sant Gervasi,426871.73536154884,4582893.393473649,2395.6440413838977,1864
5017,5,23,Sarrià,Sarrià-Sant Gervasi,426690.42870987864,4582638.601860815,2424.1598433681143,1510
5018,5,23,Sarrià,Sarrià-Sant Gervasi,426922.6284856831,4582720.481758246,2259.8561303870474,1253
5019,5,23,Sarrià,Sarrià-Sant Gervasi,427075.0118353067,4582770.934453053,2158.6573310637814,1654
5020,5,24,les Tres Torres,Sarrià-Sant Gervasi,427391.0493793218,4582754.260224107,1895.0986146170492,1074
5021,5,24,les Tres Torres,Sarrià-Sant Gervasi,427599.6604360984,4582794.191453144,1766.1832753810538,1221
5022,5,24,les Tres Torres,Sarrià-Sant Gervasi,427354.2620115104,4582940.583897645,2044.953908882043,1683
5023,5,24,les Tres Torres,Sarrià-Sant Gervasi,427077.85474793403,4583059.7986031845,2331.2379182098357,1445
5024,5,24,les Tres Torres,Sarrià-Sant Gervasi,427315.99739321193,4583168.828276225,2232.126390394915,1914
5025,5,24,les Tres Torres,Sarrià-Sant Gervasi,427411.85950657504,4583392.654602054,2338.2546872285807,1280
5026,5,24,les Tres Torres,Sarrià-Sant Gervasi,427398.22213693184,4583667.91852525,2567.8181280499584,1429
5027,5,24,les Tres Torres,Sarrià-Sant Gervasi,427199.0855899435,4583478.265859906,2539.792095399786,1368
5028,5,24,les Tres Torres,Sarrià-Sant Gervasi,426888.912031354,4583489.76640138,2760.6608986982706,1675
5029,5,24,les Tres Torres,Sarrià-Sant Gervasi,427037.0025013844,4583660.301154685,2783.504744870598,1636
5030,5,24,les Tres Torres,Sarrià-Sant Gervasi,427211.247272811,4583864.691054481,2836.3353468994565,1383
5031,5,25,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,427140.6829576368,4584138.119745821,3098.880079691527,1600
5032,5,25,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,426945.1253924318,4584736.181184576,3686.1936303347006,1821
5033,5,25,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,427501.3941658991,4585114.768095409,3448.591004620619,1449
5034,5,25,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,427861.6609435261,4584886.39053703,3022.0733986424852,1243
5035,5,25,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,427877.12490023824,4584489.0290052565,2810.4633390063777,1037
5036,5,25,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,427758.0070942982,4584468.842804968,2908.8711235648652,1736
5037,5,25,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,427931.12650934886,4584256.389744987,2664.531405056765,1407
5038,5,25,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,427976.29568752035,4584108.584005261,2568.8123735524878,1335
5039,5,25,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,427720.02237156,4584291.954774031,2873.5055684667477,1537
5040,5,25,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,427759.23459790193,4584127.711456463,2723.1147592278007,1449
5041,5,25,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,427954.1135753313,4583965.106047688,2484.084918532593,1958
5042,5,25,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,427818.32715095195,4583831.189983398,2441.507954017221,1262
5043,5,25,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,427725.85656449466,4583994.597893572,2628.7587434934876,1432
5044,5,25,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,427642.973011295,4583913.653326336,2609.615288862092,1299
5045,5,25,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,427546.64406545786,4584114.362189119,2828.8556785247806,1577
5046,5,25,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,427432.9193995922,4583958.52598958,2773.2510338798706,1109
5047,5,25,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,427566.3476209479,4583758.6862737015,2534.08462695398,1216
5048,5,25,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,427682.7943876674,4583635.276140349,2364.8104075670194,1225
5049,5,26,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,427746.47556343145,4583414.762106944,2155.6513235950674,1645
5050,5,26,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,427927.6471484084,4583685.334166608,2259.49708833128,1625
5051,5,26,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,428204.5171164349,4583467.415636473,1927.8337096774103,1618
5052,5,26,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,428019.84812000074,4583435.747282019,2001.5695175098342,1441
5053,5,26,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,427787.05641965696,4583217.341664253,1977.0455820808463,1486
5054,5,26,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,427952.07772540516,4583093.864941278,1780.2360047489392,1048
5055,5,26,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,427753.191373493,4583006.618858486,1824.0042106794162,1404
5056,5,26,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,427910.1997921682,4582805.906488227,1569.1979374037223,1223
5057,5,26,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,428021.9073047576,4582659.06901735,1384.6991492800828,1631
5058,5,26,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,428155.24245429423,4582910.609288652,1507.574954104691,1584
5059,5,26,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,428386.65625174635,4582794.986211329,1268.8276259846614,1577
5060,5,26,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,428212.13982363004,4583065.012327819,1589.0354546677545,1165
5061,5,26,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,428548.41606817953,4582871.19518194,1239.5673247897762,1464
5062,5,26,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,428276.99026215286,4583138.064794091,1610.395418038168,1624
5063,5,26,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,428376.97622228623,4583244.0128554525,1648.2845425932878,1528
5064,5,26,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,428544.35700248595,4583078.172913496,1423.4564641741413,1529
5065,5,26,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,428714.9008099526,4582923.980396541,1212.2943142178465,1659
5066,5,26,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,428841.29194526345,4583018.377008196,1260.398547120326,1311
5067,5,26,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,429100.8074885169,4583050.246246996,1219.4603846665514,1300
5068,5,26,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,429211.6510181561,4583228.554996864,1179.5741765007356,1541
5069,5,26,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,428941.0970579588,4583224.298883956,1440.0035230898243,1713
5070,5,26,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,428812.17748462746,4583280.049703793,1520.8809361385029,1450
5071,5,26,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,428903.520227233,4583528.777614658,1516.8485931383175,1639
5072,5,26,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,428718.1449047093,4583316.449521932,1581.048392712865,1674
5073,5,26,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,428661.7231993222,4583485.472958337,1747.85017446373,1585
5074,5,26,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,428523.81207846996,4583364.994036466,1692.883879802578,1642
5075,5,26,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,428537.52695030434,4583634.942679427,1896.8039692038365,1854
5076,5,26,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,428308.80599462136,4583558.317510954,1958.2603376628638,1396
5077,5,26,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,428257.73167994636,4583904.58289256,2236.7425369482535,1484
5078,5,26,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,428138.6888408517,4583782.821786091,2235.6004694663807,2121
5079,5,26,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,428395.3229419204,4583721.915359851,2054.9457596553502,1220
5080,5,27,el Putxet i el Farró,Sarrià-Sant Gervasi,428614.4734554147,4583860.2001704145,1884.2547604587298,1336
5081,5,27,el Putxet i el Farró,Sarrià-Sant Gervasi,428806.66906549473,4583715.488104353,1656.428412456116,1582
5082,5,27,el Putxet i el Farró,Sarrià-Sant Gervasi,428906.26823079627,4583801.24874085,1590.0242676740154,1625
5083,5,27,el Putxet i el Farró,Sarrià-Sant Gervasi,428901.14812893927,4584073.2620769935,1710.741729319319,1310
5084,5,27,el Putxet i el Farró,Sarrià-Sant Gervasi,428743.5157240194,4584065.352294228,1846.0820443126538,1364
5085,5,27,el Putxet i el Farró,Sarrià-Sant Gervasi,428645.72656028206,4584009.7044601105,1910.5697153041617,1309
5086,5,27,el Putxet i el Farró,Sarrià-Sant Gervasi,428477.5872173572,4584011.047516039,2065.818831281504,1324
5087,5,27,el Putxet i el Farró,Sarrià-Sant Gervasi,428359.9606613911,4583965.11850525,2159.2254679995804,1592
5088,5,27,el Putxet i el Farró,Sarrià-Sant Gervasi,428490.71025957883,4584241.1976377275,2151.450302187208,1766
5089,5,27,el Putxet i el Farró,Sarrià-Sant Gervasi,428704.6471187451,4584262.5924606575,1976.0910530944925,1812
5090,5,27,el Putxet i el Farró,Sarrià-Sant Gervasi,428534.83875511563,4584417.311187068,2202.0772080628954,1855
5091,5,27,el Putxet i el Farró,Sarrià-Sant Gervasi,428510.5844995248,4584673.843626277,2369.242168695873,1575
5092,5,27,el Putxet i el Farró,Sarrià-Sant Gervasi,428297.51518052304,4584378.176547495,2386.5066910168416,1570
5093,5,27,el Putxet i el Farró,Sarrià-Sant Gervasi,428082.78506536747,4584224.708712033,2512.5064973764734,1097
5094,5,27,el Putxet i el Farró,Sarrià-Sant Gervasi,428008.4963998243,4584550.942145932,2723.0105505016677,2727
5095,5,27,el Putxet i el Farró,Sarrià-Sant Gervasi,428010.90306523413,4584923.940142408,2919.8902966132937,1680
5096,5,27,el Putxet i el Farró,Sarrià-Sant Gervasi,428097.87654798426,4584803.808322666,2779.8190564831093,1114
5097,5,27,el Putxet i el Farró,Sarrià-Sant Gervasi,428148.1112428497,4584564.555186409,2608.6442315268737,1620
5098,5,27,el Putxet i el Farró,Sarrià-Sant Gervasi,428256.10514903447,4584742.408624622,2614.8691034083527,1525
6001,6,28,Vallcarca i els Penitents,Gràcia,428780.27261867665,4584478.115115674,2036.1446622496053,1180
6002,6,28,Vallcarca i els Penitents,Gràcia,428870.10998356267,4584514.635348129,1989.170653674376,1497
6003,6,28,Vallcarca i els Penitents,Gràcia,428817.7355223845,4584785.966431335,2210.9017721242813,2288
6004,6,28,Vallcarca i els Penitents,Gràcia,428767.8934892748,4585020.388568108,2414.6544453134097,1370
6006,6,28,Vallcarca i els Penitents,Gràcia,428251.47181111656,4585171.29600136,2887.243052293556,1018
6007,6,28,Vallcarca i els Penitents,Gràcia,428254.77746449376,4584952.37063477,2742.481580198217,1993
6008,6,28,Vallcarca i els Penitents,Gràcia,428085.64104030805,4584988.517954499,2897.9531372527113,1960
6009,6,28,Vallcarca i els Penitents,Gràcia,427720.68758778094,4585734.975251173,3659.572965652601,1264
6010,6,28,Vallcarca i els Penitents,Gràcia,428080.1083835935,4585616.477635424,3320.092499130257,1024
6011,6,28,Vallcarca i els Penitents,Gràcia,428342.2029405664,4585671.073180208,3184.886747666801,1313
6012,6,28,Vallcarca i els Penitents,Gràcia,428452.1751725779,4585310.442432678,2841.895447632268,1175
6013,6,29,el Coll,Gràcia,428659.1323901768,4585176.176694217,2603.2144848473245,1782
6014,6,29,el Coll,Gràcia,428738.7965820119,4585419.6300096465,2740.912431910172,1415
6015,6,29,el Coll,Gràcia,428701.4905215364,4585661.673013967,2958.7951521131795,1438
6016,6,29,el Coll,Gràcia,428989.7233532915,4585621.025429005,2769.056907494576,1567
