seccio,codi_barri,nom_barri,nom_districte,x,y,d_axis_m,pop,snap_m,snapped,d_axis_net_m,egress_connector,A_car15_pre,A_car15_post,dA_car15,pct_car15,A_car15_drop,dA_car15_drop,pct_car15_drop,A_car15_turn_pre,A_car15_turn_post,pct_car15_turn,A_car30_pre,A_car30_post,dA_car30,pct_car30,H_car_pre,H_car_post,dH_car,pct_H,n_car15_pre,n_car15_post,n_car30_pre,n_car30_post,A_walk15,n_walk15,band_net,band_euclid
3030,13,la Marina de Port,Sants-Montjuïc,427967.066519363,4578784.214298509,2542.476430788729,1566.0,49.7,True,3037.1304297466468,0.0,1465197.0,1465197.0,0.0,0.0,1463521.0,-1676.0,-0.11438734859544485,1295027.0,1295027.0,0.0,1606885.0,1606885.0,0.0,0.0,985707.6104384223,985437.4617755553,-270.14866286702454,-0.02740657168578297,962.0,954.0,1051.0,1050.0,28063.0,16.0,2-3.5km,2-3.5km
3031,13,la Marina de Port,Sants-Montjuïc,428236.6685977212,4578854.855859342,2390.200188092744,2360.0,115.9,True,2930.1247157250386,0.0,1487354.0,1487354.0,0.0,0.0,1485678.0,-1676.0,-0.11268332891833417,1340235.0,1340235.0,0.0,1606885.0,1606885.0,0.0,0.0,995402.4098589405,995129.4803047044,-272.9295542361215,-0.027419016825044516,974.0,968.0,1051.0,1050.0,30428.0,17.0,2-3.5km,2-3.5km
3032,13,la Marina de Port,Sants-Montjuïc,428401.79689293314,4578725.570992858,2477.645176964528,1700.0,16.8,True,3116.875943620709,0.0,1392171.0,1392171.0,0.0,0.0,1390495.0,-1676.0,-0.12038750986768149,1266640.0,1266640.0,0.0,1606885.0,1606885.0,0.0,0.0,962111.2357575278,961851.1326694143,-260.1030881134793,-0.027034617042870784,910.0,901.0,1051.0,1050.0,28063.0,16.0,2-3.5km,2-3.5km
3033,13,la Marina de Port,Sants-Montjuïc,428186.9981979893,4579141.306400041,2131.517108091817,1477.0,34.4,True,2669.146451359558,0.0,1476441.0,1476441.0,0.0,0.0,1474765.0,-1676.0,-0.1135162190700475,1218701.0,1218701.0,0.0,1606885.0,1606885.0,0.0,0.0,991498.9018669378,991224.1891084247,-274.7127585130511,-0.027706814197754743,966.0,960.0,1051.0,1050.0,36613.0,21.0,2-3.5km,2-3.5km
3034,13,la Marina de Port,Sants-Montjuïc,428121.8836641109,4578988.3546989495,2297.3744083966308,1496.0,51.5,True,2840.732394148882,0.0,1439922.0,1439922.0,0.0,0.0,1438246.0,-1676.0,-0.11639519362854377,1236429.0,1236429.0,0.0,1606885.0,1606885.0,0.0,0.0,980592.0205844892,980321.2630884424,-270.7574960468337,-0.027611635661225008,945.0,937.0,1051.0,1050.0,34659.0,20.0,2-3.5km,2-3.5km
3035,13,la Marina de Port,Sants-Montjuïc,427995.56101694674,4579273.949848131,2080.736238807832,2225.0,56.7,True,2448.716483383772,0.0,1510568.0,1510568.0,0.0,0.0,1508892.0,-1676.0,-0.11095164203134185,1318042.0,1318042.0,0.0,1606885.0,1606885.0,0.0,0.0,1010997.706084982,1010720.1968517329,-277.50923324911855,-0.02744904677615478,989.0,983.0,1051.0,1050.0,46854.0,28.0,2-3.5km,2-3.5km
3036,13,la Marina de Port,Sants-Montjuïc,427919.72483843286,4579728.623785239,1721.9060761273818,2365.0,15.8,True,2036.1031188528655,0.0,1571001.0,1571001.0,0.0,0.0,1569325.0,-1676.0,-0.1066835730849312,1447254.0,1447254.0,0.0,1606885.0,1606885.0,0.0,0.0,1068617.513092671,1068318.4843272397,-299.02876543137245,-0.027982768555416752,1030.0,1024.0,1051.0,1050.0,61107.0,38.0,2-3.5km,1-2km
3037,13,la Marina de Port,Sants-Montjuïc,428071.7011144501,4579325.286991703,2002.3881383882288,985.0,35.3,True,2343.0781964665125,0.0,1527306.0,1527306.0,0.0,0.0,1525630.0,-1676.0,-0.1097357045673886,1340086.0,1340086.0,0.0,1606885.0,1606885.0,0.0,0.0,1021311.9551729816,1021026.1132889199,-285.84188406169415,-0.027987715468706185,999.0,993.0,1051.0,1050.0,46854.0,28.0,2-3.5km,2-3.5km
3038,13,la Marina de Port,Sants-Montjuïc,428485.7147416107,4579260.433317124,1936.785396185756,937.0,96.9,True,2783.9733894979263,0.0,1363664.0,1363664.0,0.0,0.0,1361988.0,-1676.0,-0.12290417580870361,1108166.0,1108166.0,0.0,1606885.0,1606885.0,0.0,0.0,948126.884917607,947865.3400627576,-261.5448548493441,-0.02758542754244044,891.0,882.0,1051.0,1050.0,29416.0,16.0,2-3.5km,1-2km
3039,13,la Marina de Port,Sants-Montjuïc,428145.8680072676,4579542.545384342,1773.8223583972767,2495.0,13.8,True,2676.26055890096,0.0,1462455.0,1462455.0,0.0,0.0,1460779.0,-1676.0,-0.11460181680803853,1213254.0,1213254.0,0.0,1606885.0,1606885.0,0.0,0.0,988392.0095858907,988115.534539497,-276.47504639369436,-0.02797220573540754,956.0,950.0,1051.0,1050.0,52362.0,31.0,2-3.5km,1-2km
3040,14,la Font de la Guatlla,Sants-Montjuïc,428163.8737807687,4579881.757648137,1463.0872663081277,1690.0,70.3,True,1730.7758694341123,0.0,1577739.0,1577739.0,0.0,0.0,1576063.0,-1676.0,-0.10622796292669447,1468272.0,1468272.0,0.0,1606885.0,1606885.0,0.0,0.0,1078010.329744437,1077706.438758649,-303.890985788079,-0.028189988296320145,1034.0,1028.0,1051.0,1050.0,71886.0,44.0,1-2km,1-2km
3041,14,la Font de la Guatlla,Sants-Montjuïc,428267.0351947087,4580055.235087818,1261.3154273383857,1394.0,50.4,True,1528.4429237131865,0.0,1571845.0,1571845.0,0.0,0.0,1570169.0,-1676.0,-0.10662628948783118,1434962.0,1434962.0,0.0,1606885.0,1606885.0,0.0,0.0,1075492.0432678417,1075185.993463979,-306.04980386258103,-0.028456724136485506,1031.0,1025.0,1051.0,1050.0,69795.0,42.0,1-2km,1-2km
3042,14,la Font de la Guatlla,Sants-Montjuïc,428557.4101754522,4580122.74231047,1083.341396198268,1348.0,32.5,True,1560.2565465992338,0.0,1565420.0,1565420.0,0.0,0.0,1563744.0,-1676.0,-0.10706391894826947,1411072.0,1411072.0,0.0,1606885.0,1606885.0,0.0,0.0,1057027.132687684,1056725.032908045,-302.09977963892743,-0.02858013482310371,1027.0,1021.0,1051.0,1050.0,28702.0,19.0,1-2km,1-2km
3043,14,la Font de la Guatlla,Sants-Montjuïc,428380.7223388067,4580174.469301301,1102.522742949259,1566.0,13.8,True,1407.330634897112,0.0,1579498.0,1579498.0,0.0,0.0,1577822.0,-1676.0,-0.1061096626902978,1476304.0,1476304.0,0.0,1606885.0,1606885.0,0.0,0.0,1088740.4459740925,1088430.5134159497,-309.9325581428129,-0.02846707489272315,1035.0,1029.0,1051.0,1050.0,64316.0,39.0,1-2km,1-2km
3044,14,la Font de la Guatlla,Sants-Montjuïc,428534.5871220449,4580352.326702802,875.9099462315303,1886.0,29.1,True,1102.3215618837041,0.0,1577934.0,1577934.0,0.0,0.0,1576258.0,-1676.0,-0.106214835347993,1430630.0,1430630.0,0.0,1606885.0,1606885.0,0.0,0.0,1085976.2623996874,1085665.9831212498,-310.279278437607,-0.028571460461942443,1034.0,1028.0,1051.0,1050.0,66532.0,42.0,1-2km,500m-1km
3045,14,la Font de la Guatlla,Sants-Montjuïc,428814.0164185185,4580356.49200659,802.5530290644141,1084.0,17.3,True,1130.8554109510696,0.0,1574140.0,1574140.0,0.0,0.0,1572464.0,-1676.0,-0.10647083486856315,1397854.0,1397854.0,0.0,1606885.0,1606885.0,0.0,0.0,1076679.8168174878,1076372.2453288035,-307.5714886842761,-0.028566662426478248,1032.0,1026.0,1051.0,1050.0,53023.0,35.0,1-2km,500m-1km
3046,14,la Font de la Guatlla,Sants-Montjuïc,428685.8923254821,4580474.683587424,709.263055350276,1391.0,17.9,True,1124.5359965473076,0.0,1581161.0,1581161.0,0.0,0.0,1579485.0,-1676.0,-0.10599806091852759,1459767.0,1459767.0,0.0,1606885.0,1606885.0,0.0,0.0,1094541.8644182186,1094228.8389682341,-313.0254499844741,-0.028598764484066255,1036.0,1030.0,1051.0,1050.0,50650.0,35.0,1-2km,500m-1km
3047,15,Hostafrancs,Sants-Montjuïc,428628.2374317984,4580834.044988955,410.4355432604797,1733.0,18.4,True,730.7283887450253,0.0,1588264.0,1588264.0,0.0,0.0,1586588.0,-1676.0,-0.10552401867699576,1466492.0,1466492.0,0.0,1606885.0,1606885.0,0.0,0.0,1112009.0190609568,1111690.8463859875,-318.17267496930435,-0.028612418560956216,1040.0,1034.0,1051.0,1050.0,95837.0,64.0,500m-1km,250-500m
3048,15,Hostafrancs,Sants-Montjuïc,428438.0868216803,4581113.229783734,446.6454622956505,1335.0,6.6,True,619.1326971156988,0.0,1586106.0,1586106.0,0.0,0.0,1584430.0,-1676.0,-0.10566759094284997,1473804.0,1473804.0,0.0,1606885.0,1606885.0,0.0,0.0,1101219.4303496275,1101026.3945463526,-193.03580327495,-0.017529276904754833,1039.0,1033.0,1051.0,1050.0,100848.0,69.0,500m-1km,250-500m
3049,15,Hostafrancs,Sants-Montjuïc,428383.506422882,4580980.809408807,529.0482104701234,1656.0,23.8,True,640.1106033806567,0.0,1589886.0,1589886.0,0.0,0.0,1588210.0,-1676.0,-0.10541636318578816,1562255.0,1562255.0,0.0,1606885.0,1606885.0,0.0,0.0,1138096.1549040177,1137687.763473322,-408.39143069577403,-0.035883736970380685,1041.0,1035.0,1051.0,1050.0,101045.0,69.0,500m-1km,500m-1km
3050,15,Hostafrancs,Sants-Montjuïc,428271.94208389247,4580850.598560913,682.8773332908124,1605.0,24.6,True,878.4722246749075,0.0,1589886.0,1589886.0,0.0,0.0,1588210.0,-1676.0,-0.10541636318578816,1507667.0,1507667.0,0.0,1606885.0,1606885.0,0.0,0.0,1108266.9083609376,1107870.3526294064,-396.5557315312326,-0.03578160897339392,1041.0,1035.0,1051.0,1050.0,93134.0,64.0,500m-1km,500m-1km
3051,15,Hostafrancs,Sants-Montjuïc,428236.7458857549,4580641.354694644,825.9441605519357,1890.0,30.8,True,1108.7499678405381,0.0,1584686.0,1584686.0,0.0,0.0,1583010.0,-1676.0,-0.10576227719560846,1465336.0,1465336.0,0.0,1606885.0,1606885.0,0.0,0.0,1097103.3564700265,1096935.8674603193,-167.4890097072348,-0.015266475006159613,1038.0,1032.0,1051.0,1050.0,82489.0,56.0,1-2km,500m-1km
3052,15,Hostafrancs,Sants-Montjuïc,428361.3129097404,4580641.847687241,732.3057866431352,1342.0,24.9,True,1170.6211104813094,0.0,1574140.0,1574140.0,0.0,0.0,1572464.0,-1676.0,-0.10647083486856315,1392176.0,1392176.0,0.0,1606885.0,1606885.0,0.0,0.0,1077329.5526642036,1077022.1775307935,-307.37513341009617,-0.028531207804516893,1032.0,1026.0,1051.0,1050.0,76515.0,51.0,1-2km,500m-1km
3053,15,Hostafrancs,Sants-Montjuïc,428588.8817525697,4580676.584370041,562.3608655794841,2147.0,24.5,True,939.756458395618,0.0,1577934.0,1577934.0,0.0,0.0,1576258.0,-1676.0,-0.106214835347993,1409699.0,1409699.0,0.0,1606885.0,1606885.0,0.0,0.0,1087297.938294047,1086987.87886861,-310.05942543712445,-0.02851651001229734,1034.0,1028.0,1051.0,1050.0,88314.0,59.0,500m-1km,500m-1km
3054,15,Hostafrancs,Sants-Montjuïc,428534.8956821744,4580515.508912804,728.9087052102896,1634.0,47.8,True,993.963271446163,0.0,1568464.0,1568464.0,0.0,0.0,1566788.0,-1676.0,-0.10685613440920544,1426654.0,1426654.0,0.0,1606885.0,1606885.0,0.0,0.0,1074033.8009126517,1073727.9739708803,-305.82694177143276,-0.02847461053009307,1029.0,1023.0,1051.0,1050.0,71192.0,46.0,500m-1km,500m-1km
3055,15,Hostafrancs,Sants-Montjuïc,428377.2939001423,4580418.880604414,893.8131711894582,1565.0,59.5,True,1336.109860404195,0.0,1581161.0,1581161.0,0.0,0.0,1579485.0,-1676.0,-0.10599806091852759,1478976.0,1478976.0,0.0,1606885.0,1606885.0,0.0,0.0,1092789.8339151426,1092478.202511247,-311.63140389556065,-0.028517048221347152,1036.0,1030.0,1051.0,1050.0,70737.0,46.0,1-2km,500m-1km
3056,15,Hostafrancs,Sants-Montjuïc,428321.268142634,4580305.132712943,1019.4717377076014,952.0,44.1,True,1422.929715147744,0.0,1577322.0,1577322.0,0.0,0.0,1575646.0,-1676.0,-0.10625604664107899,1470502.0,1470502.0,0.0,1606885.0,1606885.0,0.0,0.0,1085072.192114136,1084763.8533522882,-308.33876184769906,-0.028416428334315447,1034.0,1028.0,1051.0,1050.0,72868.0,46.0,1-2km,1-2km
3057,16,la Bordeta,Sants-Montjuïc,428176.49823759246,4580487.339412408,972.5858900248052,1477.0,23.8,True,1392.046795361061,0.0,1568846.0,1568846.0,0.0,0.0,1567170.0,-1676.0,-0.10683011589410306,1374465.0,1374465.0,0.0,1606885.0,1606885.0,0.0,0.0,1072060.6999515805,1071779.1134707632,-281.5864808172919,-0.026265908341758046,1029.0,1023.0,1051.0,1050.0,79671.0,53.0,1-2km,500m-1km
3058,16,la Bordeta,Sants-Montjuïc,428126.4015049253,4580243.705361401,1185.0787275281364,1747.0,19.8,True,1567.5711581511196,0.0,1542820.0,1542820.0,0.0,0.0,1541144.0,-1676.0,-0.108632244850339,1200492.0,1200492.0,0.0,1606885.0,1606885.0,0.0,0.0,1037505.9918619796,1037234.6880500732,-271.30381190637127,-0.026149613981454777,1011.0,1005.0,1051.0,1050.0,77198.0,48.0,1-2km,1-2km
3059,16,la Bordeta,Sants-Montjuïc,428031.752101173,4580201.592459724,1278.7305140711942,1168.0,19.4,True,1653.4079691279887,0.0,1530534.0,1530534.0,0.0,0.0,1528858.0,-1676.0,-0.10950426452466917,1252138.0,1252138.0,0.0,1606885.0,1606885.0,0.0,0.0,1022052.3541462164,1021788.8833227466,-263.4708234698046,-0.025778603454213272,1001.0,995.0,1051.0,1050.0,78517.0,49.0,1-2km,1-2km
3060,16,la Bordeta,Sants-Montjuïc,427950.10285075824,4580345.277298244,1235.766888114516,1344.0,10.3,True,1642.7459118861373,0.0,1532289.0,1532289.0,0.0,0.0,1530613.0,-1676.0,-0.10937884433027974,1294360.0,1294360.0,0.0,1606885.0,1606885.0,0.0,0.0,1030595.2697411114,1030324.8903615456,-270.37937956582755,-0.02623526300812031,1004.0,998.0,1051.0,1050.0,83227.0,53.0,1-2km,1-2km
3061,16,la Bordeta,Sants-Montjuïc,427935.218299339,4580159.98044383,1374.7454089272271,1091.0,45.7,True,1685.4894991685037,0.0,1530534.0,1530534.0,0.0,0.0,1528858.0,-1676.0,-0.10950426452466917,1228576.0,1228576.0,0.0,1606885.0,1606885.0,0.0,0.0,1023199.42467673,1022935.6517199117,-263.7729568182258,-0.025779232323313937,1001.0,995.0,1051.0,1050.0,81431.0,51.0,1-2km,1-2km
3062,16,la Bordeta,Sants-Montjuïc,427785.35322937474,4580258.215924323,1417.8523430517323,1546.0,17.5,True,1860.5162609658605,0.0,1564406.0,1564406.0,0.0,0.0,1562730.0,-1676.0,-0.1071333144976432,1425839.0,1425839.0,0.0,1606885.0,1606885.0,0.0,0.0,1054672.5216412137,1054404.174985305,-268.3466559087392,-0.025443599828613658,1025.0,1019.0,1051.0,1050.0,85778.0,54.0,1-2km,1-2km
3063,16,la Bordeta,Sants-Montjuïc,427774.5480868535,4580043.743466836,1570.1203654987985,1954.0,127.5,True,1855.49050661242,0.0,1568212.0,1568212.0,0.0,0.0,1566536.0,-1676.0,-0.10687330539493385,1473213.0,1473213.0,0.0,1606885.0,1606885.0,0.0,0.0,1062547.7217136174,1062278.6583643828,-269.06334923463874,-0.02532247199219518,1027.0,1021.0,1051.0,1050.0,79181.0,49.0,1-2km,1-2km
3064,16,la Bordeta,Sants-Montjuïc,427629.0854636793,4579726.813735066,1901.1423219464164,1202.0,5.1,True,2332.826062491094,0.0,1566036.0,1566036.0,0.0,0.0,1564360.0,-1676.0,-0.1070218053735674,1472448.0,1472448.0,0.0,1606885.0,1606885.0,0.0,0.0,1060533.3327626335,1060241.0756775946,-292.2570850388147,-0.027557557693872796,1026.0,1020.0,1051.0,1050.0,63735.0,40.0,2-3.5km,1-2km
3065,16,la Bordeta,Sants-Montjuïc,427634.9387089867,4579866.174847777,1794.644280080121,1339.0,35.9,True,2299.3149981478723,0.0,1564537.0,1564537.0,0.0,0.0,1562861.0,-1676.0,-0.10712434413503803,1463776.0,1463776.0,0.0,1606885.0,1606885.0,0.0,0.0,1057424.2284323764,1057136.7214691993,-287.50696317711845,-0.02718936784750482,1024.0,1018.0,1051.0,1050.0,69230.0,42.0,2-3.5km,1-2km
3066,16,la Bordeta,Sants-Montjuïc,427463.8169410724,4579945.5372916125,1865.1041044202289,2324.0,49.0,True,2281.332093878073,0.0,1564537.0,1564537.0,0.0,0.0,1562861.0,-1676.0,-0.10712434413503803,1426025.0,1426025.0,0.0,1606885.0,1606885.0,0.0,0.0,1052787.339944265,1052501.227318605,-286.11262566014193,-0.02717667802457511,1024.0,1018.0,1051.0,1050.0,60337.0,36.0,2-3.5km,1-2km
3067,16,la Bordeta,Sants-Montjuïc,427573.2198867192,4580024.156927206,1730.8846008674798,1729.0,47.4,True,2218.8371768237084,0.0,1566861.0,1566861.0,0.0,0.0,1565185.0,-1676.0,-0.10696545513609695,1473530.0,1473530.0,0.0,1606885.0,1606885.0,0.0,0.0,1057725.6803465865,1057468.8128742608,-256.8674723256845,-0.02428488568430298,1027.0,1021.0,1051.0,1050.0,75047.0,47.0,2-3.5km,1-2km
3068,16,la Bordeta,Sants-Montjuïc,427530.7911382241,4580188.098383879,1662.7114301908966,1144.0,15.3,True,2040.8752798080736,0.0,1554817.0,1554817.0,0.0,0.0,1553141.0,-1676.0,-0.10779403621133549,1325979.0,1325979.0,0.0,1606885.0,1606885.0,0.0,0.0,1039196.6026656422,1038945.9190320688,-250.6836335733533,-0.02412283036052321,1019.0,1013.0,1051.0,1050.0,76654.0,50.0,2-3.5km,1-2km
3069,16,la Bordeta,Sants-Montjuïc,427393.6177929072,4580186.566325009,1776.8730106445291,1162.0,42.9,True,2300.3050242540407,0.0,1557463.0,1557463.0,0.0,0.0,1555787.0,-1676.0,-0.1076109031161575,1476238.0,1476238.0,0.0,1606885.0,1606885.0,0.0,0.0,1051446.9558244182,1051174.79712464,-272.15869977814145,-0.025884206356824473,1021.0,1015.0,1051.0,1050.0,83861.0,54.0,2-3.5km,1-2km
3070,17,Sants - Badal,Sants-Montjuïc,427290.50916788535,4580318.637887342,1798.97851383762,1319.0,34.8,True,2272.72029920626,0.0,1541354.0,1541354.0,0.0,0.0,1539678.0,-1676.0,-0.10873556626187106,1336602.0,1336602.0,0.0,1606885.0,1606885.0,0.0,0.0,1018836.919112838,1018609.0102785905,-227.90883424750064,-0.022369510759970734,1011.0,1003.0,1051.0,1050.0,75163.0,50.0,2-3.5km,1-2km
3071,17,Sants - Badal,Sants-Montjuïc,427252.66590504016,4580386.423215917,1802.587040970824,1343.0,28.7,True,2246.5413994493856,0.0,1539941.0,1539941.0,0.0,0.0,1538265.0,-1676.0,-0.10883533849673462,1341126.0,1341126.0,0.0,1606885.0,1606885.0,0.0,0.0,1019099.1113353054,1018961.5849083153,-137.52642699005082,-0.013494902062062705,1011.0,1004.0,1051.0,1050.0,75274.0,50.0,2-3.5km,1-2km
3072,17,Sants - Badal,Sants-Montjuïc,427198.9391196608,4580437.486813124,1830.67162017262,1335.0,35.0,True,2201.2110603663004,0.0,1525410.0,1525410.0,0.0,0.0,1523734.0,-1676.0,-0.10987209996001075,1259249.0,1259249.0,0.0,1606885.0,1606885.0,0.0,0.0,1012515.1505308629,1012375.2570662671,-139.8934645957779,-0.013816431736594916,1000.0,993.0,1051.0,1050.0,75274.0,50.0,2-3.5km,1-2km
3073,17,Sants - Badal,Sants-Montjuïc,427268.0681949879,4580695.297544488,1679.0712473310764,1580.0,7.4,True,1966.634442345643,0.0,1587773.0,1587773.0,0.0,0.0,1586097.0,-1676.0,-0.10555665073029961,1502254.0,1502254.0,0.0,1606885.0,1606885.0,0.0,0.0,1076162.44454354,1075907.819313903,-254.62522963690571,-0.023660482757777927,1040.0,1034.0,1051.0,1050.0,92628.0,62.0,1-2km,1-2km
3074,17,Sants - Badal,Sants-Montjuïc,427166.1453486685,4580668.715532765,1784.3774803542988,1750.0,58.1,True,2049.9725914066144,0.0,1573619.0,1573619.0,0.0,0.0,1571943.0,-1676.0,-0.10650608565351588,1412840.0,1412840.0,0.0,1606885.0,1606885.0,0.0,0.0,1058395.3257899196,1058145.3623205302,-249.9634693893604,-0.02361721214167338,1031.0,1024.0,1051.0,1050.0,88278.0,59.0,2-3.5km,1-2km
3075,17,Sants - Badal,Sants-Montjuïc,427072.61237057735,4580485.108596353,1930.425270362812,1738.0,12.1,True,2281.889624744492,0.0,1549444.0,1549444.0,0.0,0.0,1547768.0,-1676.0,-0.10816783310658533,1304729.0,1304729.0,0.0,1606885.0,1606885.0,0.0,0.0,1027983.7040657332,1027675.4246785991,-308.2793871341273,-0.02998874261477736,1016.0,1008.0,1051.0,1050.0,68144.0,45.0,2-3.5km,1-2km
3076,17,Sants - Badal,Sants-Montjuïc,426952.5711581649,4580542.130821965,2025.399446869132,1042.0,27.6,True,2369.342432300647,0.0,1568212.0,1568212.0,0.0,0.0,1566536.0,-1676.0,-0.10687330539493385,1357588.0,1357588.0,0.0,1606885.0,1606885.0,0.0,0.0,1046394.2079412214,1046051.8304727724,-342.3774684490636,-0.03271974040478402,1027.0,1020.0,1051.0,1050.0,58889.0,40.0,2-3.5km,2-3.5km
3077,17,Sants - Badal,Sants-Montjuïc,426900.63755477365,4580625.364550788,2051.861449053476,1329.0,6.3,True,2444.593660745743,0.0,1568212.0,1568212.0,0.0,0.0,1566536.0,-1676.0,-0.10687330539493385,1370370.0,1370370.0,0.0,1606885.0,1606885.0,0.0,0.0,1047164.3394455026,1046821.2780607942,-343.0613847083878,-0.03276098810718159,1027.0,1020.0,1051.0,1050.0,58115.0,39.0,2-3.5km,2-3.5km
3078,17,Sants - Badal,Sants-Montjuïc,427029.5895011784,4580691.380936102,1910.4641955422685,1700.0,50.3,True,2343.3540849006863,0.0,1568212.0,1568212.0,0.0,0.0,1566536.0,-1676.0,-0.10687330539493385,1379465.0,1379465.0,0.0,1606885.0,1606885.0,0.0,0.0,1050753.4452422152,1050409.592581715,-343.85266050021164,-0.032724390489240626,1027.0,1020.0,1051.0,1050.0,66769.0,45.0,2-3.5km,1-2km
3079,17,Sants - Badal,Sants-Montjuïc,426845.7984290479,4580752.173812377,2076.536540142602,1800.0,19.0,True,2324.9100423591585,0.0,1569773.0,1569773.0,0.0,0.0,1568097.0,-1676.0,-0.10676702937303674,1385409.0,1385409.0,0.0,1606885.0,1606885.0,0.0,0.0,1051811.5148405323,1051466.5769782364,-344.9378622958902,-0.032794645944543316,1028.0,1021.0,1051.0,1050.0,64294.0,44.0,2-3.5km,2-3.5km
3080,17,Sants - Badal,Sants-Montjuïc,426712.6398071328,4580743.479826987,2208.9111101943936,1515.0,27.0,True,2563.9621005508016,0.0,1584767.0,1584767.0,0.0,0.0,1583091.0,-1676.0,-0.10575687151486622,1483043.0,1483043.0,0.0,1606885.0,1606885.0,0.0,0.0,1075921.2847388152,1075568.0017169535,-353.2830218616873,-0.03283539668493949,1038.0,1032.0,1051.0,1050.0,57659.0,38.0,2-3.5km,2-3.5km
3081,17,Sants - Badal,Sants-Montjuïc,426822.37119933614,4580885.4044367885,2078.0058260501696,1873.0,25.6,True,2372.0637748214995,0.0,1587773.0,1587773.0,0.0,0.0,1586097.0,-1676.0,-0.10555665073029961,1519019.0,1519019.0,0.0,1606885.0,1606885.0,0.0,0.0,1088608.4419891245,1088250.6964913097,-357.7454978148453,-0.03286264225189788,1040.0,1034.0,1051.0,1050.0,69318.0,48.0,2-3.5km,2-3.5km
3082,17,Sants - Badal,Sants-Montjuïc,426974.1626537862,4580992.078701161,1915.542645173542,1857.0,14.0,True,2324.994018578577,0.0,1589931.0,1589931.0,0.0,0.0,1588255.0,-1676.0,-0.10541337957433373,1525154.0,1525154.0,0.0,1606885.0,1606885.0,0.0,0.0,1099890.0176746005,1099528.3436187778,-361.6740558226593,-0.032882747366624394,1041.0,1035.0,1051.0,1050.0,78359.0,54.0,2-3.5km,1-2km
3083,17,Sants - Badal,Sants-Montjuïc,427119.2146876867,4580872.505466436,1786.1135651127042,1357.0,12.3,True,2078.1458171260656,0.0,1587773.0,1587773.0,0.0,0.0,1586097.0,-1676.0,-0.10555665073029961,1483087.0,1483087.0,0.0,1606885.0,1606885.0,0.0,0.0,1079723.3278940131,1079386.6183733672,-336.7095206459053,-0.03118479632209605,1040.0,1034.0,1051.0,1050.0,80602.0,54.0,2-3.5km,1-2km
3084,17,Sants - Badal,Sants-Montjuïc,427160.62403949216,4580967.74490238,1732.3165144857803,1365.0,46.3,True,1998.0535621665363,0.0,1587773.0,1587773.0,0.0,0.0,1586097.0,-1676.0,-0.10555665073029961,1524386.0,1524386.0,0.0,1606885.0,1606885.0,0.0,0.0,1092669.0747386194,1092310.1839156721,-358.89082294725813,-0.032845335449171516,1040.0,1034.0,1051.0,1050.0,90172.0,61.0,1-2km,1-2km
3085,17,Sants - Badal,Sants-Montjuïc,427131.85173467145,4581117.062912318,1751.2532931708893,1305.0,49.8,True,2144.50854412077,0.0,1584767.0,1584767.0,0.0,0.0,1583091.0,-1676.0,-0.10575687151486622,1464720.0,1464720.0,0.0,1606885.0,1606885.0,0.0,0.0,1075594.760525356,1075241.6901002566,-353.0704250994604,-0.03282559919936846,1038.0,1032.0,1051.0,1050.0,86015.0,60.0,2-3.5km,1-2km
3086,18,Sants,Sants-Montjuïc,427263.6017359577,4581227.638428655,1620.647627863444,1215.0,62.2,True,1970.6513180584307,0.0,1594259.0,1594259.0,0.0,0.0,1592583.0,-1676.0,-0.10512720956883417,1562423.0,1562423.0,0.0,1606885.0,1606885.0,0.0,0.0,1128299.4858246727,1127927.4964717224,-371.9893529503606,-0.032969026187091986,1044.0,1038.0,1051.0,1050.0,95216.0,67.0,1-2km,1-2km
3087,18,Sants,Sants-Montjuïc,427401.9239744807,4581302.33738327,1479.7914006548465,1480.0,64.2,True,1699.2293364474367,0.0,1586151.0,1586151.0,0.0,0.0,1584475.0,-1676.0,-0.10566459309359576,1515366.0,1515366.0,0.0,1606885.0,1606885.0,0.0,0.0,1104403.3864625383,1104034.078924552,-369.30753798619844,-0.033439551391553565,1039.0,1033.0,1051.0,1050.0,102464.0,70.0,1-2km,1-2km
3088,18,Sants,Sants-Montjuïc,427532.6630350606,4581326.336899182,1346.8735749158438,1382.0,36.4,True,1585.2281666443355,0.0,1591351.0,1591351.0,0.0,0.0,1589675.0,-1676.0,-0.10531931673150675,1528605.0,1528605.0,0.0,1606885.0,1606885.0,0.0,0.0,1116379.2984580207,1116005.7566813491,-373.54177667154,-0.03346011317009264,1042.0,1036.0,1051.0,1050.0,97501.0,67.0,1-2km,1-2km
3089,18,Sants,Sants-Montjuïc,427597.4430959404,4581138.547754126,1285.3466126303215,1212.0,16.3,True,1657.2461709568584,0.0,1583023.0,1583023.0,0.0,0.0,1581347.0,-1676.0,-0.10587338276196871,1460671.0,1460671.0,0.0,1606885.0,1606885.0,0.0,0.0,1081284.2752919577,1080948.7690698276,-335.50622213003226,-0.031028493597527088,1037.0,1031.0,1051.0,1050.0,110179.0,76.0,1-2km,1-2km
