station_id,desc,lon,lat,euclid_m,network_m,snap_m,network_bin,euclid_bin,years_with_counts,distance_metric,did_bin,street_group,is_gran_via,is_tac2020_other,q_pre,n_pre,q_post,n_post,delta_q,delta_log_q
4051,BALMES - DIPUTACIÓ (baixada),2.16449737832213,41.3879047272823,135.6,105.3,21.9,0_250m,0_250m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,0_250m,other,False,False,26120.428571428572,7,24509.583333333332,24,-1610.8452380952403,-0.06365351453033341
2009,MALLORCA - CALÀBRIA  (sentit Llobregat),2.14904637422425,41.3836515144813,140.0,214.2,16.7,0_250m,0_250m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,0_250m,other,False,False,14410.666666666666,6,10877.304347826086,23,-3533.36231884058,-0.2812902245283304
3010,ENTENÇA - SEPÚLVEDA  (sentit muntanya),2.15377313964144,41.3772231725479,147.0,219.8,20.3,0_250m,0_250m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,0_250m,other,False,False,18759.0,6,17789.409090909092,22,-969.5909090909081,-0.05307035192768339
4071,AV. ROMA - VILLARROEL  (sentit Llobregat),2.15551161492165,41.3857379536589,157.6,156.1,19.9,0_250m,0_250m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,0_250m,other,False,False,29252.571428571428,7,20247.5,16,-9005.071428571428,-0.3679361527607288
4049,MALLORCA - BRUC,2.16605647059014,41.3964310585901,159.6,142.6,17.2,0_250m,0_250m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,0_250m,other,False,False,24009.0,5,16060.0,22,-7949.0,-0.40209705153440467
4053,ARAGÓ - RAMBLA DE CATALUNYA (sentit Llobregat),2.16298401194208,41.3907020230178,172.3,226.4,18.3,0_250m,0_250m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,0_250m,tac2020_other,False,True,56372.857142857145,7,51552.22727272727,22,-4820.629870129873,-0.08939237073459871
3012,SEPÚLVEDA - COMTE BORRELL  (sentit Llobregat),2.15830635936938,41.3800228406693,184.4,419.4,23.9,250_500m,0_250m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,250_500m,other,False,False,18193.85714285714,7,20893.958333333332,24,2700.101190476191,0.13837602473346955
4084,NÀPOLS - DIPUTACIÓ  (sentit mar),2.17693989634649,41.397254200157,187.3,270.2,12.2,250_500m,0_250m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,250_500m,other,False,False,4139.714285714285,7,4680.04347826087,23,540.3291925465846,0.12268062776986532
4077,ARAGÓ - NÀPOLS (sentit Llobregat),2.17395160686523,41.3989680268534,195.5,271.7,18.0,250_500m,0_250m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,250_500m,tac2020_other,False,True,43033.71428571428,7,47775.791666666664,24,4742.077380952382,0.10453519907929909
3003,GRAN VIA - VILAMARÍ  (sentit Besòs),2.15225172788928,41.3773556078136,196.8,197.0,17.5,0_250m,0_250m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,0_250m,tac2020_other,True,True,41579.71428571428,7,44961.05263157895,19,3381.338345864664,0.0781842069646359
4090,ARIBAU - ARAGÓ  (sentit muntanya),2.15924172322705,41.3884915607715,223.6,210.1,12.3,0_250m,0_250m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,0_250m,other,False,False,18540.85714285714,7,19242.291666666668,24,701.4345238095266,0.037133756484591274
4010,PG. SANT JOAN - VALÈNCIA (Baixada),2.17128708260538,41.3980800150532,225.8,215.9,19.7,0_250m,0_250m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,0_250m,other,False,False,5846.0,7,5924.041666666667,24,78.04166666666697,0.013261263227661857
4028,VALÈNCIA - CASANOVA,2.1569036942764,41.3878538166451,236.3,342.2,23.4,250_500m,0_250m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,250_500m,tac2020_other,False,True,15489.166666666666,6,16477.81818181818,22,988.6515151515141,0.06187426900452131
4035,GRAN VIA - PL. UNIVERSITAT  (sentit Besòs),2.16441727131043,41.3865364803669,237.3,343.5,20.6,250_500m,0_250m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,250_500m,tac2020_other,True,True,53780.57142857143,7,48858.181818181816,22,-4922.389610389611,-0.09599042301749527
3033,SEPULVEDA - ENTENÇA  (sentit Llobregat),2.15355004884416,41.3764072022776,239.3,353.6,30.3,250_500m,0_250m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,250_500m,other,False,False,12238.857142857143,7,13612.826086956522,23,1373.9689440993789,0.10639654089356831
4062,GRAN VIA - PAU CLARIS (sentit Besós),2.17015825066685,41.390863780895,245.0,280.4,16.7,250_500m,0_250m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,250_500m,tac2020_other,True,True,51764.142857142855,7,53395.291666666664,24,1631.1488095238092,0.031024884309140077
3031,FLORIDABLANCA - ROCAFORT  (sentit Besòs),2.15697555342451,41.3773211414533,262.9,317.3,10.2,250_500m,250_500m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,250_500m,other,False,False,7802.285714285715,7,7740.95652173913,23,-61.329192546584636,-0.007891469474566648
4065,ROGER DE LLÚRIA - CASP  (sentit muntanya),2.17191220851891,41.3908288785469,265.0,351.9,17.9,250_500m,250_500m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,250_500m,tac2020_other,False,True,15439.42857142857,7,10981.708333333334,24,-4457.720238095237,-0.34069352439632006
2014,TARRAGONA - CONSELL DE CENT (calçada Besòs),2.14733648474262,41.3770104507661,267.7,547.0,13.1,500_1000m,250_500m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,500_1000m,other,False,False,25912.714285714286,7,23427.869565217392,23,-2484.8447204968943,-0.10080742657832964
3018,COMTE URGELL- FLORIDABLANCA,2.16047984134544,41.3807267821097,284.4,398.8,12.5,250_500m,250_500m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,250_500m,other,False,False,13264.857142857143,7,10563.0,24,-2701.857142857143,-0.2277608892113907
3013,VILLARROEL - GRAN VIA  (sentit mar),2.16051119824691,41.3823690318997,290.5,418.6,25.4,250_500m,250_500m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,250_500m,other,False,False,7746.666666666667,6,9282.95652173913,23,1536.289855072463,0.18091744344791394
4082,GRAN VIA - NÀPOLS (sentit Besós),2.17815149968645,41.3968351807915,293.1,426.7,21.3,250_500m,250_500m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,250_500m,tac2020_other,True,True,47159.0,5,45577.545454545456,22,-1581.4545454545441,-0.034109700036552226
4063,VALÈNCIA - PAU CLARIS,2.1656298097779,41.394411551482,296.4,315.3,16.7,250_500m,250_500m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,250_500m,tac2020_other,False,True,26823.0,7,26552.875,24,-270.125,-0.010121700343521667
4009,PG. SANT JOAN - CASP (Baixada),2.17714968432596,41.3936149393821,296.5,391.6,27.5,250_500m,250_500m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,250_500m,other,False,False,8892.0,7,10145.791666666666,24,1253.791666666666,0.1319070092881347
