intervention_id,intervention_name,id_priority,match_role,station_id,station_desc,n_lanes,lon,lat,n_years,years,n_pre,n_post,has_pre_post,pre_years,post_years
BCN-2020-RONDAUNI,Ronda de la Universitat bus-priority,C,on_street,5011,RONDA UNIVERSITAT - PL. CATALUNYA  (sentit Llobregat),4,2.16788359152789,41.387125414742,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",2,2,1,"2018,2019","2021,2022"
BCN-2020-PLUNI,Plaça Universitat lane cut,C,on_street,4034,PL. UNIVERSITAT - PELAI (Llobregat),3,2.16425324979824,41.3856458791412,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",2,2,1,"2018,2019","2021,2022"
BCN-2020-PLUNI,Plaça Universitat lane cut,C,cross_street,4035,GRAN VIA - PL. UNIVERSITAT  (sentit Besòs),5,2.16441727131043,41.3865364803669,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",2,2,1,"2018,2019","2021,2022"
BCN-2021-PELAI-TAC,Pelai tactical extra sidewalk,C,cross_street,4034,PL. UNIVERSITAT - PELAI (Llobregat),3,2.16425324979824,41.3856458791412,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",2,2,1,"2018,2019","2021,2022"
BCN-2021-PELAI-TAC,Pelai tactical extra sidewalk,C,on_street,4070,PELAI - RONDA UNIVERSITAT  (sentit Besòs),2,2.16682285923792,41.3857203495775,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",2,2,1,"2018,2019","2021,2022"
BCN-2021-PELAI-TAC,Pelai tactical extra sidewalk,C,on_street,5014,PELAI - BALMES,3,2.16922932842103,41.3855471554975,8,"2017,2018,2019,2021,2022,2023,2024,2025",2,2,1,"2018,2019","2021,2022"
BCN-2020-ROCAFORT-TAC,Rocafort tactical (no counter in Nello-Deakin),C,cross_street,3004,GRAN VIA - ROCAFORT  (sentit Besòs),5,2.15453692917648,41.3790627934243,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",2,2,1,"2018,2019","2021,2022"
BCN-2020-ROCAFORT-TAC,Rocafort tactical (no counter in Nello-Deakin),C,on_street,3024,ROCAFORT - TAMARIT (mar),2,2.15788193499247,41.3757853800346,8,"2017,2019,2020,2021,2022,2023,2024,2025",1,2,1,2019,"2021,2022"
BCN-2020-ROCAFORT-TAC,Rocafort tactical (no counter in Nello-Deakin),C,cross_street,3031,FLORIDABLANCA - ROCAFORT  (sentit Besòs),3,2.15697555342451,41.3773211414533,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",2,2,1,"2018,2019","2021,2022"
BCN-2020-CASTILLEJOS-TAC,Castillejos tactical (no counter in Nello-Deakin),C,cross_street,4016,AV. MERIDIANA - CASTILLEJOS (Pujada),1,2.187033963,41.400338833,6,"2017,2018,2019,2021,2022,2023",2,2,1,"2018,2019","2021,2022"
BCN-2020-CASTILLEJOS-TAC,Castillejos tactical (no counter in Nello-Deakin),C,cross_street,4056,CONSELL DE CENT - CASTILLEJOS,2,2.1830778515996,41.4040640465821,7,"2017,2018,2019,2020,2021,2022,2025",2,2,1,"2018,2019","2021,2022"
BCN-2020-CASTILLEJOS-TAC,Castillejos tactical (no counter in Nello-Deakin),C,cross_street,6023,ROSSELLÓ - CASTILLEJOS (sentit Besòs),3,2.17812948884698,41.4089008487539,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",2,2,1,"2018,2019","2021,2022"
BCN-2022-EIX-CONSELLDECENT,Eix Verd Consell de Cent (permanent),A,cross_street,2014,TARRAGONA - CONSELL DE CENT (calçada Besòs),4,2.14733648474262,41.3770104507661,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",2,2,1,"2018,2019","2024,2025"
BCN-2022-EIX-CONSELLDECENT,Eix Verd Consell de Cent (permanent),A,cross_street,4002,MUNTANER - CONSELL DE CENT  (sentit mar),4,2.15999405057183,41.3861943064478,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",2,2,1,"2018,2019","2024,2025"
BCN-2022-EIX-CONSELLDECENT,Eix Verd Consell de Cent (permanent),A,cross_street,4013,SARDENYA - CONSELL DE CENT  (sentit mar),2,2.17812842998448,41.3997627169729,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",2,2,1,"2018,2019","2024,2025"
BCN-2022-EIX-CONSELLDECENT,Eix Verd Consell de Cent (permanent),A,on_street,4056,CONSELL DE CENT - CASTILLEJOS,2,2.1830778515996,41.4040640465821,7,"2017,2018,2019,2020,2021,2022,2025",2,1,1,"2018,2019",2025
BCN-2022-EIX-CONSELLDECENT,Eix Verd Consell de Cent (permanent),A,cross_street,4061,PAU CLARIS - CONSELL DE CENT  (sentit mar),3,2.16782623743917,41.392200590956,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",2,2,1,"2018,2019","2024,2025"
BCN-2022-EIX-CONSELLDECENT,Eix Verd Consell de Cent (permanent),A,cross_street,4066,GIRONA - CONSELL DE CENT (sentit muntanaya),2,2.170492432,41.395294749,6,"2017,2018,2019,2020,2021,2022",2,0,0,"2018,2019",
BCN-2022-EIX-CONSELLDECENT,Eix Verd Consell de Cent (permanent),A,on_street,4067,CONSELL DE CENT - BRUC (sentit Besòs),2,2.170175343,41.394429536,6,"2017,2018,2019,2020,2021,2022",2,0,0,"2018,2019",
BCN-2022-EIX-CONSELLDECENT,Eix Verd Consell de Cent (permanent),A,cross_street,4072,CASANOVA - CONSELL DE CENT  (sentit muntanya),3,2.1580927938814,41.3859229631157,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",2,2,1,"2018,2019","2024,2025"
BCN-2022-EIX-CONSELLDECENT,Eix Verd Consell de Cent (permanent),A,cross_street,7007,AV. MERIDIANA - CONSELL DE CENT (Entrada),2,2.1866805713494,41.4063190756375,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",2,2,1,"2018,2019","2024,2025"
BCN-2022-EIX-CONSELLDECENT,Eix Verd Consell de Cent (permanent),A,cross_street,2015,TARRAGONA - CONSELL DE CENT (calçada Llobregat),2,2.147192326,41.376902176,2,"2018,2019",2,0,0,"2018,2019",
BCN-2022-EIX-CONSELLDECENT,Eix Verd Consell de Cent (permanent),A,cross_street,4107,INDEPENDENCIA - CONSELL DE CENT (sentit muntanya),3,2.185349486,41.4062980115002,3,"2022,2024,2025",0,2,0,,"2024,2025"
BCN-2022-EIX-CONSELLDECENT,Eix Verd Consell de Cent (permanent),A,cross_street,4106,VILAMARI - CONSELL DE CENT (sentit muntanya),2,2.14950352907181,41.3787849800429,3,"2022,2023,2025",0,1,0,,2025
BCN-2022-EIX-GIRONA,Eix Verd Girona (permanent),A,cross_street,4025,AV. DIAGONAL - GIRONA (Baixada),2,2.167817154,41.398487563,4,"2017,2018,2019,2020",2,0,0,"2018,2019",
BCN-2022-EIX-GIRONA,Eix Verd Girona (permanent),A,cross_street,4047,VALÈNCIA - GIRONA,3,2.16905147086661,41.397001041925,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",2,2,1,"2018,2019","2024,2025"
BCN-2022-EIX-GIRONA,Eix Verd Girona (permanent),A,on_street,4066,GIRONA - CONSELL DE CENT (sentit muntanaya),2,2.170492432,41.395294749,6,"2017,2018,2019,2020,2021,2022",2,0,0,"2018,2019",
BCN-2022-EIX-GIRONA,Eix Verd Girona (permanent),A,cross_street,4068,GRAN VIA - GIRONA,5,2.17356197276934,41.39342660503,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",2,2,1,"2018,2019","2024,2025"
BCN-2022-EIX-GIRONA,Eix Verd Girona (permanent),A,cross_street,5013,RONDA SANT PERE - GIRONA  (sentit Llobregat),3,2.17644635091381,41.3902823026524,7,"2017,2018,2019,2020,2021,2022,2025",2,1,1,"2018,2019",2025
BCN-2022-EIX-ROCAFORT,Eix Verd Rocafort (permanent),A,cross_street,3004,GRAN VIA - ROCAFORT  (sentit Besòs),5,2.15453692917648,41.3790627934243,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",2,2,1,"2018,2019","2024,2025"
BCN-2022-EIX-ROCAFORT,Eix Verd Rocafort (permanent),A,on_street,3024,ROCAFORT - TAMARIT (mar),2,2.15788193499247,41.3757853800346,8,"2017,2019,2020,2021,2022,2023,2024,2025",1,2,1,2019,"2024,2025"
BCN-2022-EIX-ROCAFORT,Eix Verd Rocafort (permanent),A,cross_street,3031,FLORIDABLANCA - ROCAFORT  (sentit Besòs),3,2.15697555342451,41.3773211414533,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",2,2,1,"2018,2019","2024,2025"
BCN-2022-EIX-BORRELL,Eix Verd Comte Borrell (permanent; Eixample stretch),A,cross_street,3012,SEPÚLVEDA - COMTE BORRELL  (sentit Llobregat),3,2.15830635936938,41.3800228406693,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",2,2,1,"2018,2019","2024,2025"
BCN-2022-EIX-BORRELL,Eix Verd Comte Borrell (permanent; Eixample stretch),A,cross_street,3027,AV. PARAL·LEL - COMTE BORRELL (Muntanya),3,2.16545762827654,41.375002586274,8,"2017,2019,2020,2021,2022,2023,2024,2025",1,2,1,2019,"2024,2025"
BCN-2022-EIX-BORRELL,Eix Verd Comte Borrell (permanent; Eixample stretch),A,on_street,3032,COMTE BORRELL- MARQUÈS DE CAMPO SAGRADO  (sentit mar),1,2.16475845609665,41.3757177171978,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",2,2,1,"2018,2019","2024,2025"
BCN-2022-PIMARGALL,Pi i Margall civic / green axis,A,on_street,6027,PI I MARGALL - SECRETARI COLOMA (Pujada),2,2.163726748,41.407948309,6,"2017,2018,2019,2020,2021,2022",2,0,0,"2018,2019",
BCN-2022-PIMARGALL,Pi i Margall civic / green axis,A,on_street,6028,PI I MARGALL - SECRETARI COLOMA (Baixada),2,2.163562383,41.407951744,6,"2017,2018,2019,2020,2021,2022",2,0,0,"2018,2019",
BCN-2022-VIALAIETANA,Via Laietana reform (phased),F,on_street,5002,VIA LAIETANA - MANRESA (Baixada),1,2.18130466272832,41.3819915864222,7,"2017,2019,2020,2021,2022,2023,2024",1,1,1,2019,2024
BCN-2022-VIALAIETANA,Via Laietana reform (phased),F,on_street,5009,VIA LAIETANA - ANGEL BAIXERAS (Pujada),2,2.181309861,41.38206773,7,"2017,2018,2019,2020,2021,2022,2023",2,0,0,"2018,2019",
BCN-2022-VIALAIETANA,Via Laietana reform (phased),F,on_street,5022,VIA LAIETANA - COMTAL (Pujada),2,2.174518411,41.387268706,5,"2017,2019,2020,2021,2022",1,0,0,2019,
BCN-2022-VIALAIETANA,Via Laietana reform (phased),F,on_street,5023,VIA LAIETANA - PL. URQUINAONA (Baixada),4,2.173148081,41.388176516,5,"2017,2018,2019,2020,2021",2,0,0,"2018,2019",
BCN-2022-VIALAIETANA,Via Laietana reform (phased),F,on_street,5031,VIA LAIETANA - DR. JOAQUIM POU (baixada),2,2.17572829566124,41.3862189614993,2,"2024,2025",0,2,0,,"2024,2025"
BCN-2022-VIALAIETANA,Via Laietana reform (phased),F,on_street,5032,VIA LAIETANA - PL. ANTONI MAURA (pujada),1,2.17577944628798,41.3862530741907,2,"2024,2025",0,2,0,,"2024,2025"
BCN-2022-VIALAIETANA,Via Laietana reform (phased),F,on_street,5033,VIA LAIETANA - RAMON MAS (pujada),1,2.17408730045201,41.3875440238147,2,"2024,2025",0,2,0,,"2024,2025"
BCN-2022-VIALAIETANA,Via Laietana reform (phased),F,on_street,5034,VIA LAIETANA - FONTANELLA (baixada),2,2.17403902069268,41.3874957276319,2,"2024,2025",0,2,0,,"2024,2025"
BCN-GLORIES,Plaça de les Glòries surface park over tunnels,F,on_street,30001,TUNEL GLÒRIES SENTIT LLOBREGAT - BOCA ENTRADA,3,2.193663418293,41.4085436834747,4,"2022,2023,2024,2025",0,2,0,,"2024,2025"
BCN-GLORIES,Plaça de les Glòries surface park over tunnels,F,on_street,30002,TUNEL GLÒRIES SENTIT BESÒS - BOCA ENTRADA,3,2.18461096286774,41.4016019757999,4,"2022,2023,2024,2025",0,2,0,,"2024,2025"
BCN-GLORIES,Plaça de les Glòries surface park over tunnels,F,on_street,30005,TUNEL GLÒRIES SENTIT BESÒS - SORTIDA BILBAO,1,2.19337,41.408088,4,"2022,2023,2024,2025",0,2,0,,"2024,2025"
BCN-MERIDIANA,Avinguda Meridiana transformation (phased),F,on_street,4016,AV. MERIDIANA - CASTILLEJOS (Pujada),1,2.187033963,41.400338833,6,"2017,2018,2019,2021,2022,2023",2,0,0,"2018,2019",
BCN-MERIDIANA,Avinguda Meridiana transformation (phased),F,on_street,4018,AV. MERIDIANA - LEPANT (Baixada),2,2.18674524208719,41.396298174752,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",2,2,1,"2018,2019","2024,2025"
BCN-MERIDIANA,Avinguda Meridiana transformation (phased),F,on_street,7002,AV. MERIDIANA - CONCEPCIÓ ARENAL (Entrada),3,2.185561279,41.426418508,3,"2017,2018,2020",1,0,0,2018,
BCN-MERIDIANA,Avinguda Meridiana transformation (phased),F,on_street,7003,AV. MERIDIANA - CARDENAL TEDESCHINI (Sortida),4,2.18566528121516,41.4265046221932,8,"2017,2018,2020,2021,2022,2023,2024,2025",1,2,1,2018,"2024,2025"
BCN-MERIDIANA,Avinguda Meridiana transformation (phased),F,on_street,7005,AV. MERIDIANA - NAVAS DE TOLOSA (Entrada),3,2.18683771975941,41.4147497996919,5,"2017,2018,2023,2024,2025",1,2,1,2018,"2024,2025"
BCN-MERIDIANA,Avinguda Meridiana transformation (phased),F,on_street,7007,AV. MERIDIANA - CONSELL DE CENT (Entrada),2,2.1866805713494,41.4063190756375,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",2,2,1,"2018,2019","2024,2025"
BCN-MERIDIANA,Avinguda Meridiana transformation (phased),F,on_street,7008,AV. MERIDIANA - GARCILASO (Sortida),4,2.18701281753419,41.4233989454597,8,"2017,2018,2020,2021,2022,2023,2024,2025",1,2,1,2018,"2024,2025"
BCN-MERIDIANA,Avinguda Meridiana transformation (phased),F,on_street,7009,AV. MERIDIANA - NAVAS DE TOLOSA (Sortida),3,2.18699909733485,41.4160302031476,6,"2017,2018,2022,2023,2024,2025",1,2,1,2018,"2024,2025"
BCN-MERIDIANA,Avinguda Meridiana transformation (phased),F,on_street,7010,AV. MERIDIANA - SANT ANTONI MARIA CLARET (Entrada),3,2.18684097776751,41.419855924451,7,"2017,2018,2020,2021,2022,2024,2025",1,2,1,2018,"2024,2025"
BCN-MERIDIANA,Avinguda Meridiana transformation (phased),F,on_street,7011,AV. MERIDIANA  - ROSSELLÓ I PORCEL (Sortida),3,2.18435802147206,41.436297355113,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",2,2,1,"2018,2019","2024,2025"
BCN-MERIDIANA,Avinguda Meridiana transformation (phased),F,on_street,7012,AV. MERIDIANA - ROSSELLÓ I PORCEL (Entrada),3,2.184265272,41.43662588,2,"2017,2018",1,0,0,2018,
BCN-MERIDIANA,Avinguda Meridiana transformation (phased),F,on_street,7017,AV. MERIDIANA - CLOT (Sortida),2,2.18706002103312,41.406326935864,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",2,2,1,"2018,2019","2024,2025"
BCN-MERIDIANA,Avinguda Meridiana transformation (phased),F,on_street,7022,AV. MERIDIANA - RIO DE JANEIRO (Entrada),4,2.18606065513342,41.4420708545338,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",2,2,1,"2018,2019","2024,2025"
BCN-MERIDIANA,Avinguda Meridiana transformation (phased),F,on_street,7023,AV. MERIDIANA - PG. SANTA COLOMA (Sortida),4,2.18719181690707,41.4450823605518,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",2,2,1,"2018,2019","2024,2025"
BCN-MERIDIANA,Avinguda Meridiana transformation (phased),F,cross_street,7035,FELIP II - AV. MERIDIANA  (sentit muntanya),3,2.18623522183881,41.4209248776034,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",2,2,1,"2018,2019","2024,2025"
BCN-MERIDIANA,Avinguda Meridiana transformation (phased),F,on_street,7037,MERIDIANA - VALÈNCIA (SORTIDA),3,2.186999,41.410514,7,"2019,2020,2021,2022,2023,2024,2025",1,2,1,2019,"2024,2025"
BCN-MERIDIANA,Avinguda Meridiana transformation (phased),F,on_street,7038,MERIDIANA - VALÈNCIA (ENTRADA),3,2.18674458687986,41.4096142757266,7,"2019,2020,2021,2022,2023,2024,2025",1,2,1,2019,"2024,2025"
BCN-MERIDIANA,Avinguda Meridiana transformation (phased),F,on_street,7039,AV. MERIDIANA - ROSSELLÓ I PORCEL (sentit Llobregat),5,2.184249,41.436573,7,"2019,2020,2021,2022,2023,2024,2025",1,2,1,2019,"2024,2025"
BCN-MERIDIANA,Avinguda Meridiana transformation (phased),F,on_street,7040,AV. MERIDIANA - ESPRONCEDA (sortida),3,2.18700332530566,41.4198392256299,2,"2024,2025",0,2,0,,"2024,2025"
BCN-2023-PELAI-REVISE,Pelai tactical revision (partial reversal),C,cross_street,4034,PL. UNIVERSITAT - PELAI (Llobregat),3,2.16425324979824,41.3856458791412,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",2,2,1,"2018,2019","2021,2022"
BCN-2023-PELAI-REVISE,Pelai tactical revision (partial reversal),C,on_street,4070,PELAI - RONDA UNIVERSITAT  (sentit Besòs),2,2.16682285923792,41.3857203495775,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",2,2,1,"2018,2019","2021,2022"
BCN-2023-PELAI-REVISE,Pelai tactical revision (partial reversal),C,on_street,5014,PELAI - BALMES,3,2.16922932842103,41.3855471554975,8,"2017,2018,2019,2021,2022,2023,2024,2025",2,2,1,"2018,2019","2021,2022"
BCN-2025-SANTANTONI-DEF,Sant Antoni definitive green urbanisation (planned),E,cross_street,3012,SEPÚLVEDA - COMTE BORRELL  (sentit Llobregat),3,2.15830635936938,41.3800228406693,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",3,0,0,"2023,2024,2025",
BCN-2025-SANTANTONI-DEF,Sant Antoni definitive green urbanisation (planned),E,cross_street,3027,AV. PARAL·LEL - COMTE BORRELL (Muntanya),3,2.16545762827654,41.375002586274,8,"2017,2019,2020,2021,2022,2023,2024,2025",3,0,0,"2023,2024,2025",
BCN-2025-SANTANTONI-DEF,Sant Antoni definitive green urbanisation (planned),E,cross_street,3030,VILADOMAT - PARLAMENT  (sentit mar),3,2.16244637583804,41.3757914645701,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",3,0,0,"2023,2024,2025",
BCN-2025-SANTANTONI-DEF,Sant Antoni definitive green urbanisation (planned),E,on_street,3032,COMTE BORRELL- MARQUÈS DE CAMPO SAGRADO  (sentit mar),1,2.16475845609665,41.3757177171978,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",3,0,0,"2023,2024,2025",
BCN-2025-22AT-AXES,22@ flexible green axes (planned),E,cross_street,5017,PG. LLUÍS COMPANYS - ALMOGÀVERS (Pujada),3,2.18142013340698,41.3910021306038,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",3,0,0,"2023,2024,2025",
BCN-2025-22AT-AXES,22@ flexible green axes (planned),E,on_street,5020,ALMOGÀVERS - ROGER DE FLOR  (sentit Llobregat),3,2.18214874228289,41.3912139162087,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",3,0,0,"2023,2024,2025",
BCN-2025-22AT-AXES,22@ flexible green axes (planned),E,on_street,5026,PG. PUJADES - ROGER DE FLOR (Besós),4,2.18510436978086,41.3901035183585,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",3,0,0,"2023,2024,2025",
BCN-2025-22AT-AXES,22@ flexible green axes (planned),E,on_street,5027,PG. PUJADES - WELLINGTON (Llobregat),1,2.18501329421997,41.3901733502094,8,"2017,2019,2020,2021,2022,2023,2024,2025",3,0,0,"2023,2024,2025",
BCN-2025-22AT-AXES,22@ flexible green axes (planned),E,cross_street,9001,MARINA - DOCTOR TRUETA (Baixada),2,2.19298716682227,41.3901072108817,7,"2017,2020,2021,2022,2023,2024,2025",3,0,0,"2023,2024,2025",
BCN-2025-22AT-AXES,22@ flexible green axes (planned),E,cross_street,10002,BAC DE RODA - BOLIVIA (Pujada),4,2.19898280387419,41.4113366439258,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",3,0,0,"2023,2024,2025",
BCN-2025-22AT-AXES,22@ flexible green axes (planned),E,cross_street,10013,RBLA. PRIM - CRISTÓBAL DE MOURA (Baixada),2,2.21346256192603,41.415434528203,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",3,0,0,"2023,2024,2025",
BCN-2025-22AT-AXES,22@ flexible green axes (planned),E,cross_street,10014,RBLA. PRIM - CRISTÓBAL DE MOURA (Pujada),2,2.2127448089634,41.416503515673,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",3,0,0,"2023,2024,2025",
BCN-2025-22AT-AXES,22@ flexible green axes (planned),E,cross_street,10019,BADAJOZ - PUJADES (sentit muntanya),3,2.19543251945246,41.3987156768697,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",3,0,0,"2023,2024,2025",
BCN-2025-22AT-AXES,22@ flexible green axes (planned),E,cross_street,17005,AV. DIAGONAL - PERE IV (Pujada),3,2.20015975809711,41.4067401081025,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",3,0,0,"2023,2024,2025",
