local_m,vkt_pre_local,vkt_post_local,vkt_pre_else,vkt_post_else,vkt_pre,vkt_post,LTR,NR,NVTR,delta_vkt_total,scenario
40.0,55060.2420724166,46393.82730920652,6726136.999037086,6741862.187112625,6781197.2411095025,6788256.01442183,8666.414763210085,15725.188075536893,-7058.773312326808,7058.773312326808,simulated_demand_fixed
