station_id,desc,did_bin,q_pre,q_post,delta_q,edge_i,snap_m,is_tac2020_other
10019,BADAJOZ - PUJADES (sentit muntanya),control_gt2km,4834.142857142857,5762.782608695652,928.6397515527952,43907,6.8,False
1032,GRAN VÍA CARLES III - TRAV. DE LES CORTS (Pujada),control_gt2km,16848.714285714286,16364.458333333334,-484.2559523809523,58693,17.0,True
9002,AV. D'ICÀRIA - TRIAS FARGAS (Besòs),control_gt2km,1330.8333333333333,1385.0434782608695,54.21014492753625,29142,1.5,False
5006,PG. JOAN DE BORBÓ - MAQUINISTA (Sentit Pla de Palau),control_gt2km,7628.2,8900.2,1272.000000000001,60367,1.1,False
1033,GRAN VÍA CARLES III - TRAV. DE LES CORTS (Baixada),control_gt2km,19123.714285714286,18613.571428571428,-510.1428571428587,31961,0.3,True
8016,VIA AUGUSTA - AMIGÓ (Baixada),control_gt2km,16972.714285714286,12967.391304347826,-4005.32298136646,29193,5.1,False
7037,MERIDIANA - VALÈNCIA (SORTIDA),1_2km,19001.571428571428,10377.521739130434,-8624.049689440993,40059,0.4,False
6030,SARDENYA - PL. SANLLEHY  (sentit mar),control_gt2km,6489.714285714285,7440.04347826087,950.3291925465846,11070,2.4,False
8031,CAN RÀBIA - RDA. GENERAL MITRE (Baixada),1_2km,5871.428571428572,6010.708333333333,139.27976190476147,22915,1.1,False
5028,PG. JOSEP CARNER - VILÀ I VILÀ (Besòs),control_gt2km,17661.14285714286,19011.0,1349.8571428571413,5860,13.3,False
6029,CAMÈLIES - ABD EL-KADER  (sentit Besòs),control_gt2km,1771.142857142857,2296.782608695652,525.6397515527949,51757,4.7,False
8036,VIA AUGUSTA - ARIBAU (Sentit Pl. Molina),control_gt2km,18260.42857142857,11812.052631578948,-6448.375939849626,55779,3.8,False
9006,MARINA - SALVADOR ESPRIU (Pujada),control_gt2km,15370.42857142857,15246.23076923077,-124.19780219780114,26875,2.1,False
1011,AV. DIAGONAL - GANDESA (Entrada),control_gt2km,29213.85714285714,27823.5,-1390.3571428571413,46203,6.5,False
8037,VIA AUGUSTA - BRUSI (Sentit Rda. General Mitre),control_gt2km,11699.57142857143,9688.05,-2011.52142857143,55779,5.0,False
4030,AV. DIAGONAL - LLACUNA (Baixada),control_gt2km,3159.833333333333,2389.9565217391305,-769.876811594203,15366,28.0,False
6031,AV. MARE DE DÉU DE MONTSERRAT - FRANÇA  (sentit Llobregat),control_gt2km,10177.42857142857,11382.791666666666,1205.3630952380954,38060,1.4,False
7033,VALÈNCIA - TER  (sentit Besòs),control_gt2km,8978.142857142857,8466.434782608696,-511.7080745341609,21861,0.8,True
8006,RDA. GENERAL MITRE - DR. FLEMING (Sentit Via Augusta),control_gt2km,14804.0,12912.416666666666,-1891.583333333334,45991,0.9,False
8004,BALMES - COPÈRNIC (Baixada),control_gt2km,14623.285714285714,12518.833333333334,-2104.45238095238,37107,5.9,False
8002,GANDUXER - VALERO  (sentit muntanya),control_gt2km,20101.0,16148.318181818182,-3952.681818181818,16543,1.4,False
2012,AV. MADRID - PORTBOU  (sentit Besòs),control_gt2km,11725.42857142857,11731.15,5.721428571428987,1477,1.4,False
